5945,7.2,2002,http://ia.media-imdb.com/images/M/MV5BMTYxOTAyNjEzNV5BMl5BanBnXkFtZTcwMTAxMDAwMQ@@._V1._SX94_SY140_.jpg,Alexander Payne,Jack Nicholson|Kathy Bates|Hope Davis|Dermot Mulroney|June Squibb
5951,6.7,2002,http://ia.media-imdb.com/images/M/MV5BMTc3ODc4NjU0MF5BMl5BanBnXkFtZTYwMjgwNDg2._V1._SX100_SY140_.jpg,Lynne Ramsay,Samantha Morton|Kathleen McDermott|Paul Popplewell|Ruby Milton|Dolly Wells
5952,8.7,2002,http://ia.media-imdb.com/images/M/MV5BMTAyNDU0NjY4NTheQTJeQWpwZ15BbWU2MDk4MTY2Nw@@._V1._SX96_SY140_.jpg,Peter Jackson,Bruce Allpress|Sean Astin|John Bach|Sala Baker|Cate Blanchett
5954,7.7,2002,http://ia.media-imdb.com/images/M/MV5BMTUxNDEyNjE4OF5BMl5BanBnXkFtZTYwNTMyNjU3._V1._SX94_SY140_.jpg,Spike Lee,Edward Norton|Philip Seymour Hoffman|Barry Pepper|Rosario Dawson|Anna Paquin
5955,7.3,2002,http://ia.media-imdb.com/images/M/MV5BNzQ4MjI1ODI0NF5BMl5BanBnXkFtZTcwMjA0MTQyMQ@@._V1._SX94_SY140_.jpg,Denzel Washington,Derek Luke|Malcolm David Kelley|Cory Hodges|Denzel Washington|Joy Bryant
5956,7.5,2002,http://ia.media-imdb.com/images/M/MV5BMTI4NTM0Mzg2NV5BMl5BanBnXkFtZTcwNjQxMDAwMQ@@._V1._SX95_SY140_.jpg,Martin Scorsese,Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|Jim Broadbent|John C. Reilly
5957,6.0,2002,http://ia.media-imdb.com/images/M/MV5BMTk2MTYzNTk5Nl5BMl5BanBnXkFtZTYwMTUyMzE3._V1._SX95_SY140_.jpg,Marc Lawrence,Sandra Bullock|Hugh Grant|Alicia Witt|Dana Ivey|Robert Klein
5959,7.2,2002,http://ia.media-imdb.com/images/M/MV5BMjAwMzQ1NDcyM15BMl5BanBnXkFtZTcwOTYzMjAwMQ@@._V1._SX94_SY140_.jpg,Joe Carnahan,Dan Leis|Jason Patric|Lloyd Adams|Meagan Issa|Lina Giornofelice
5961,5.6,1989,http://ia.media-imdb.com/images/M/MV5BMjAxOTY3NDYyNl5BMl5BanBnXkFtZTcwNTk1NzAyMQ@@._V1._SX98_SY140_.jpg,Kathryn Bigelow,Jamie Lee Curtis|Ron Silver|Clancy Brown|Elizabeth Peña|Louise Fletcher
5962,4.3,1993,http://ia.media-imdb.com/images/M/MV5BMTU5MTIyMDI2Ml5BMl5BanBnXkFtZTcwNjIzMzMyMQ@@._V1._SX100_SY140_.jpg,Uli Edel,Madonna|Michael Forest|Joe Mantegna|Charles Hallahan|Mark Rolston
5963,7.8,1961,http://ia.media-imdb.com/images/M/MV5BMjEzMjc3MDA1Ml5BMl5BanBnXkFtZTcwOTI3MDYyMQ@@._V1._SX99_SY140_.jpg,William Wyler,Audrey Hepburn|Shirley MacLaine|James Garner|Miriam Hopkins|Fay Bainter
5964,5.6,1991,http://ia.media-imdb.com/images/M/MV5BMTYwMDMzNzUyNF5BMl5BanBnXkFtZTcwNjg4MDUyMQ@@._V1._SX97_SY140_.jpg,Nicholas Meyer,Gene Hackman|Mikhail Baryshnikov|Kurtwood Smith|Terry O'Quinn|Daniel von Bargen
5965,7.5,1977,http://ia.media-imdb.com/images/M/MV5BMTQzMTgwMjE5NV5BMl5BanBnXkFtZTgwMzM1NDg0MTE@._V1._SX90_SY140_.jpg,Ridley Scott,Keith Carradine|Harvey Keitel|Albert Finney|Edward Fox|Cristina Raines
5968,6.4,1990,http://ia.media-imdb.com/images/M/MV5BMjI5NTg1OTAxMl5BMl5BanBnXkFtZTcwNjcxODI1NA@@._V1._SX93_SY140_.jpg,George Armitage,Alec Baldwin|Cecilia Pérez-Cervera|Georgie Cranford|Edward Saxon|José Pérez
5969,5.1,1994,http://ia.media-imdb.com/images/M/MV5BMjEwMDAzOTA2NF5BMl5BanBnXkFtZTcwODM4NjYxMQ@@._V1._SX95_SY140_.jpg,Howard Zieff,Dan Aykroyd|Jamie Lee Curtis|Anna Chlumsky|Austin O'Brien|Richard Masur
5970,6.8,1991,http://ia.media-imdb.com/images/M/MV5BMTkwNjA5MzQ2OV5BMl5BanBnXkFtZTcwMjAxMDYyMQ@@._V1._SX99_SY140_.jpg,Howard Zieff,Dan Aykroyd|Jamie Lee Curtis|Macaulay Culkin|Anna Chlumsky|Richard Masur
5971,8.3,1988,http://ia.media-imdb.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@._V1._SX100_SY138_.jpg,Hayao Miyazaki,Chika Sakamoto|Hitoshi Takagi|Noriko Hidaka|Shigesato Itoi|Tanie Kitabayashi
5976,4.6,1991,http://ia.media-imdb.com/images/M/MV5BMTI0MjM0MzA1OV5BMl5BanBnXkFtZTcwNzk5OTkyMQ@@._V1._SX96_SY140_.jpg,Charles Finch,Dylan McDermott|Tom Sizemore|Sharon Stone|Ron Karabatsos|Charles Finch
5979,4.8,1957,http://ia.media-imdb.com/images/M/MV5BMTc2Mjg0MzI1MF5BMl5BanBnXkFtZTgwNjM1OTg5MTE@._V1._SX91_SY140_.jpg,Roger Corman,Richard Garland|Pamela Duncan|Russell Johnson|Leslie Bradley|Mel Welles
5980,7.2,1974,http://ia.media-imdb.com/images/M/MV5BMTkwMjg3ODgzNV5BMl5BanBnXkFtZTcwMjE5NzAyMQ@@._V1._SX95_SY140_.jpg,Bob Clark,Olivia Hussey|Keir Dullea|Margot Kidder|John Saxon|Marian Waldman
5981,6.1,1963,http://ia.media-imdb.com/images/M/MV5BMTY3Mzk1MjM0Ml5BMl5BanBnXkFtZTcwMTgxOTEyMQ@@._V1._SX100_SY136_.jpg,Steve Sekely|Freddie Francis,Howard Keel|Nicole Maurey|Janette Scott|Kieron Moore|Mervyn Johns
5983,6.5,1953,http://ia.media-imdb.com/images/M/MV5BMTA4MDU2Njg5MTReQTJeQWpwZ15BbWU4MDIzOTQyNTAx._V1._SX95_SY140_.jpg,William Cameron Menzies,Helena Carter|Arthur Franz|Jimmy Hunt|Leif Erickson|Hillary Brooke
5986,7.5,1972,http://ia.media-imdb.com/images/M/MV5BMjAzNjk1MTcxN15BMl5BanBnXkFtZTYwMjA2OTc5._V1._SX97_SY140_.jpg,John Huston,Stacy Keach|Jeff Bridges|Susan Tyrrell|Candy Clark|Nicholas Colasanto
5989,8.0,2002,http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1._SX94_SY140_.jpg,Steven Spielberg,Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Nathalie Baye
5990,4.2,2002,http://ia.media-imdb.com/images/M/MV5BMTY0MjEyNjkwNl5BMl5BanBnXkFtZTcwMzg2MjAwMQ@@._V1._SX99_SY140_.jpg,Roberto Benigni,Roberto Benigni|Nicoletta Braschi|Mino Bellei|Carlo Giuffrè|Peppe Barra
5991,7.2,2002,http://ia.media-imdb.com/images/M/MV5BMTIyMTg1MzMzNl5BMl5BanBnXkFtZTYwMDU0NTk5._V1._SX94_SY140_.jpg,Rob Marshall,Taye Diggs|Cliff Saunders|Catherine Zeta-Jones|Renée Zellweger|Dominic West
5992,7.6,2002,http://ia.media-imdb.com/images/M/MV5BMTY4MDQyNjM2OF5BMl5BanBnXkFtZTcwMjQxOTAzMw@@._V1._SX89_SY140_.jpg,Stephen Daldry,Meryl Streep|Julianne Moore|Nicole Kidman|Ed Harris|Toni Collette
5993,6.6,2002,http://ia.media-imdb.com/images/M/MV5BMTA2OTQzMTU1ODFeQTJeQWpwZ15BbWU2MDQ3NzY5OQ@@._V1._SX99_SY140_.jpg,Menno Meyjes,John Cusack|Noah Taylor|Leelee Sobieski|Molly Parker|Ulrich Thomsen
5994,7.3,2002,http://ia.media-imdb.com/images/M/MV5BMTY0MTMwNDY3OF5BMl5BanBnXkFtZTYwODUzMDM3._V1._SX93_SY140_.jpg,Doug McGrath,Stella Gonet|Andrew Havill|Henry McGrath|Hugh Mitchell|Poppy Rogers
5995,8.5,2002,http://ia.media-imdb.com/images/M/MV5BMTc4OTkyOTA3OF5BMl5BanBnXkFtZTYwMDIxNjk5._V1._SX93_SY140_.jpg,Roman Polanski,Adrien Brody|Emilia Fox|Michal Zebrowski|Ed Stoppard|Maureen Lipman
5998,4.1,1993,http://ia.media-imdb.com/images/M/MV5BMTUwMTc3OTYwN15BMl5BanBnXkFtZTcwNDIyNTIyMQ@@._V1._SX96_SY140_.jpg,Avi Nesher,Drew Barrymore|George Newbern|Dennis Christopher|Leslie Hope|Sally Kellerman
5999,5.4,2000,http://ia.media-imdb.com/images/M/MV5BMTMzMDM0MjI0NV5BMl5BanBnXkFtZTYwODE5MDc5._V1._SX96_SY140_.jpg,Michael Coldewey|Michel Lemire,Michael Ironside|Julie Strain|Billy Idol|Pier Paquette|Sonja Ball
6000,5.9,1980,http://ia.media-imdb.com/images/M/MV5BMjE5NjQ3MDQxNV5BMl5BanBnXkFtZTYwOTMwMjk4._V1._SX98_SY140_.jpg,Ruggero Deodato,David Hess|Annie Belle|Christian Borromeo|Giovanni Lombardo Radice|Marie Claude Joseph
6001,7.8,1982,http://ia.media-imdb.com/images/M/MV5BMTM3NzIzNDQyM15BMl5BanBnXkFtZTYwMTA3MDg5._V1._SX98_SY140_.jpg,Martin Scorsese,Robert De Niro|Jerry Lewis|Diahnne Abbott|Sandra Bernhard|Ed Herlihy
6002,7.0,2002,http://ia.media-imdb.com/images/M/MV5BMTYwNDEyNzgyOF5BMl5BanBnXkFtZTYwNzUwNzk5._V1._SX78_SY140_.jpg,Todd Louiso,Philip Seymour Hoffman|J.D. Walsh|Jimmy Raskin|Kathy Bates|Erika Alexander
6003,7.1,2002,http://ia.media-imdb.com/images/M/MV5BMTQyOTMxNjc5NF5BMl5BanBnXkFtZTYwMDk5OTg2._V1._SX95_SY140_.jpg,George Clooney,Dick Clark|Sam Rockwell|Michelle Sweeney|Drew Barrymore|Chelsea Ceci
6005,7.2,2003,http://ia.media-imdb.com/images/M/MV5BMTQyNzY0ODA4Ml5BMl5BanBnXkFtZTYwOTc3MTg5._V1._SX95_SY140_.jpg,C.B. Harding,Jeff Foxworthy|Bill Engvall|Ron White|Larry Guy the Cable|Heidi Klum
6006,5.4,2003,http://ia.media-imdb.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1._SX95_SY140_.jpg,Shawn Levy,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Monet Mazur
6008,7.7,2002,http://ia.media-imdb.com/images/M/MV5BMTI3NzkzOTQ0NF5BMl5BanBnXkFtZTcwNDg2MjUyMQ@@._V1._SX99_SY140_.jpg,Jean-Pierre Dardenne|Luc Dardenne,Olivier Gourmet|Morgan Marinne|Isabella Soupart|Nassim Hassaïni|Kevin Leroy
6009,6.4,2000,http://ia.media-imdb.com/images/M/MV5BMTcwODc1NzI1Nl5BMl5BanBnXkFtZTcwODkwNDA0MQ@@._V1._SX76_SY140_.jpg,Takashi Miike,Teah|Michelle Reis|Patricia Manterola|Mitsuhiro Oikawa|Kôji Kikkawa
6010,5.7,2001,http://ia.media-imdb.com/images/M/MV5BMTk1MjA1MTkyNV5BMl5BanBnXkFtZTcwOTc5ODQyMQ@@._V1._SX99_SY140_.jpg,Tom DiCillo,Denis Leary|Elizabeth Hurley|Luis Guzmán|Victor Argo|Chris Noth
6012,5.6,2003,http://ia.media-imdb.com/images/M/MV5BMTMxOTg3MDczMl5BMl5BanBnXkFtZTcwNzU5MTkzNA@@._V1._SX93_SY140_.jpg,Chris Koch,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy
6013,4.4,2003,http://ia.media-imdb.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1._SX95_SY140_.jpg,David McNally,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Marton Csokas
6014,5.5,2003,http://ia.media-imdb.com/images/M/MV5BMTQzNTI0Mjg4MV5BMl5BanBnXkFtZTYwMjM4Njk5._V1._SX95_SY140_.jpg,Dennis Dugan,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts
6016,8.7,2002,http://ia.media-imdb.com/images/M/MV5BMjA4ODQ3ODkzNV5BMl5BanBnXkFtZTYwOTc4NDI3._V1._SX94_SY140_.jpg,Fernando Meirelles|Kátia Lund,Alexandre Rodrigues|Leandro Firmino|Phellipe Haagensen|Douglas Silva|Jonathan Haagensen
6020,7.1,1935,http://ia.media-imdb.com/images/M/MV5BMTIwNzM5NTcwNF5BMl5BanBnXkFtZTYwMjY4Mzg5._V1._SX94_SY140_.jpg,George Stevens,Katharine Hepburn|Fred MacMurray|Fred Stone|Evelyn Venable|Frank Albertson
6021,7.4,1977,http://ia.media-imdb.com/images/M/MV5BMTQ5MDA0MTkwNl5BMl5BanBnXkFtZTcwNjIyNDUxMQ@@._V1._SX99_SY140_.jpg,Wim Wenders,Dennis Hopper|Bruno Ganz|Lisa Kreuzer|Gérard Blain|Nicholas Ray
6023,7.9,1964,http://ia.media-imdb.com/images/M/MV5BMTU1OTA2MDM4MV5BMl5BanBnXkFtZTgwNDcyMjgwMjE@._V1._SX100_SY135_.jpg,Jean-Luc Godard,Anna Karina|Danièle Delorme|Louisa Colpeyn|Chantal Darget|Sami Frey
6025,6.1,1993,http://ia.media-imdb.com/images/M/MV5BMTM5NDk1NTMwM15BMl5BanBnXkFtZTcwNDQ5MjYxMQ@@._V1._SX98_SY140_.jpg,Tamra Davis,Chris Rock|Allen Payne|Deezer D|Chris Elliott|Phil Hartman
6031,7.9,1959,http://ia.media-imdb.com/images/M/MV5BMTQ1MTE3MjE0OV5BMl5BanBnXkFtZTcwNjg4NjgyMw@@._V1._SX95_SY140_.jpg,Douglas Sirk,Lana Turner|John Gavin|Sandra Dee|Susan Kohner|Robert Alda
6039,5.8,1984,http://ia.media-imdb.com/images/M/MV5BMTUwOTE5NDk2NV5BMl5BanBnXkFtZTYwODY4NTk4._V1._SX99_SY140_.jpg,Gene Wilder,Gene Wilder|Charles Grodin|Joseph Bologna|Judith Ivey|Michael Huddleston
6040,4.9,2003,http://ia.media-imdb.com/images/M/MV5BMTM1MjAyMjIxMF5BMl5BanBnXkFtZTYwNzI0MDg5._V1._SX95_SY140_.jpg,Jonathan Liebesman,Chaney Kley|Emma Caulfield|Lee Cormie|Grant Piro|Sullivan Stapleton
6041,7.3,2002,http://ia.media-imdb.com/images/M/MV5BMTM1NzU5NTA0N15BMl5BanBnXkFtZTcwMTUzOTUxMQ@@._V1._SX99_SY140_.jpg,Costa-Gavras,Ulrich Tukur|Mathieu Kassovitz|Ulrich Mühe|Michel Duchaussoy|Ion Caramitru
6042,7.3,2002,http://ia.media-imdb.com/images/M/MV5BNjQwODk0MTIyMF5BMl5BanBnXkFtZTcwMzk0MzQyMQ@@._V1._SX98_SY140_.jpg,André Heller|Othmar Schmiderer,Traudl Junge
6044,5.1,1984,http://ia.media-imdb.com/images/M/MV5BMTI2MTQ1MTUyM15BMl5BanBnXkFtZTcwNDM1NTYxMQ@@._V1._SX97_SY140_.jpg,Nico Mastorakis,Joseph Bottoms|Kirstie Alley|James Daughton|Lana Clarkson|Keir Dullea
6047,7.2,1947,http://ia.media-imdb.com/images/M/MV5BMjExMDc0NDA2MF5BMl5BanBnXkFtZTgwNjQ4MzgyMjE@._V1._SX94_SY140_.jpg,John Cromwell,Humphrey Bogart|Lizabeth Scott|Morris Carnovsky|Charles Cane|William Prince
6048,7.0,1961,http://ia.media-imdb.com/images/M/MV5BMTcxNDMxOTYzM15BMl5BanBnXkFtZTcwODQ3NzIyMQ@@._V1._SX97_SY140_.jpg,Mervyn LeRoy,Spencer Tracy|Frank Sinatra|Kerwin Mathews|Jean-Pierre Aumont|Grégoire Aslan
6049,6.3,1993,http://ia.media-imdb.com/images/M/MV5BMjE3Mjc5ODU2N15BMl5BanBnXkFtZTcwMDMxMzUxMQ@@._V1._SX98_SY140_.jpg,John Madden,Liam Neeson|Gil Rood|Tate Donovan|Stephen Mendillo|Phil Garran
6051,7.1,1972,http://ia.media-imdb.com/images/M/MV5BMTM4MjM5MzcwOV5BMl5BanBnXkFtZTYwMDU4NDk4._V1._SX96_SY140_.jpg,Perry Henzell,Jimmy Cliff|Janet Bartley|Carl Bradshaw|Ras Daniel Hartman|Basil Keane
6054,6.9,1964,http://ia.media-imdb.com/images/M/MV5BMTg4MjIzMjI2NF5BMl5BanBnXkFtZTcwODc4OTgxMQ@@._V1._SX98_SY140_.jpg,James Neilson,Hayley Mills|Eli Wallach|Peter McEnery|Joan Greenwood|Irene Papas
6058,6.2,2003,http://ia.media-imdb.com/images/M/MV5BMjEwMDc5MDg1NV5BMl5BanBnXkFtZTYwNzIzMTg5._V1._SX95_SY140_.jpg,David R. Ellis,Ali Larter|A.J. Cook|Michael Landes|David Paetkau|James Kirk
6059,6.6,2003,http://ia.media-imdb.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1._SX95_SY140_.jpg,Roger Donaldson,Al Pacino|Colin Farrell|Bridget Moynahan|Gabriel Macht|Kenneth Mitchell
6060,5.4,2002,http://ia.media-imdb.com/images/M/MV5BMTg4NzY2MDk0Nl5BMl5BanBnXkFtZTYwNTUxMTg5._V1._SX94_SY140_.jpg,Daisy Mayer von Scherler,Jimi Mistry|Heather Graham|Marisa Tomei|Michael McKean|Dash Mihok
6062,7.4,2002,http://ia.media-imdb.com/images/M/MV5BMjExNzY1ODUwM15BMl5BanBnXkFtZTcwOTg1MTQyMQ@@._V1._SX94_SY140_.jpg,Keith Fulton|Louis Pepe,Tony Grisoni|Philip A. Patterson|René Cleitman|Terry Gilliam|Nicola Pecorini
6063,6.7,2002,http://ia.media-imdb.com/images/M/MV5BMTU1MTA1MDgyMl5BMl5BanBnXkFtZTcwMzA3NjIyMQ@@._V1._SX92_SY140_.jpg,Lucky McKee,Angela Bettis|Jeremy Sisto|Anna Faris|James Duval|Nichole Hiltz
6064,7.6,1956,http://ia.media-imdb.com/images/M/MV5BMTc2NjgxOTgwMF5BMl5BanBnXkFtZTcwMDg2NjMyMQ@@._V1._SX95_SY140_.jpg,Mark Robson,Humphrey Bogart|Rod Steiger|Jan Sterling|Mike Lane|Max Baer Jr.
6066,7.0,1979,http://ia.media-imdb.com/images/M/MV5BMjAzMTA5MTYxNV5BMl5BanBnXkFtZTgwOTMyMjEyMDE@._V1._SX93_SY140_.jpg,Bob Clark,Christopher Plummer|James Mason|David Hemmings|Susan Clark|Anthony Quayle
6067,6.4,2000,http://ia.media-imdb.com/images/M/MV5BMTk1MjUzNzQ2NF5BMl5BanBnXkFtZTcwNjcyNDMzMQ@@._V1._SX98_SY140_.jpg,Thaddeus O'Sullivan,Kevin Spacey|Linda Fiorentino|Peter Mullan|Stephen Dillane|Helen Baxendale
6077,7.0,1982,http://ia.media-imdb.com/images/M/MV5BMTY1OTY5ODg5Nl5BMl5BanBnXkFtZTYwNDcyODI5._V1._SX99_SY140_.jpg,Guy Hamilton,Peter Ustinov|Colin Blakely|Jane Birkin|Nicholas Clay|Maggie Smith
6078,5.9,1982,http://ia.media-imdb.com/images/M/MV5BOTA4ODMyNjUwNV5BMl5BanBnXkFtZTcwODUxMTAyMQ@@._V1._SX97_SY140_.jpg,Clint Eastwood,Clint Eastwood|Freddie Jones|David Huffman|Warren Clarke|Ronald Lacey
6080,5.5,1982,http://ia.media-imdb.com/images/M/MV5BMTM2NDExNDIxMV5BMl5BanBnXkFtZTcwODQ5NDgyMQ@@._V1._SX100_SY121_.jpg,James Fargo,Chuck Norris|Mary Louise Weller|Camila Griggs|Michael Cavanaugh|Ted Cassidy
6082,7.7,1982,http://ia.media-imdb.com/images/M/MV5BMTg1MjU2OTI5MV5BMl5BanBnXkFtZTcwNTE4MzAzMQ@@._V1._SX78_SY140_.jpg,Phillip Borsos,Richard Farnsworth|Jackie Burroughs|Ken Pogue|Wayne Robson|Timothy Webber
6084,6.6,1982,http://ia.media-imdb.com/images/M/MV5BMTYxMjM1MDA3Ml5BMl5BanBnXkFtZTcwODA4MTAwMQ@@._V1._SX96_SY140_.jpg,Clint Eastwood,Clint Eastwood|Kyle Eastwood|John McIntire|Alexa Kenin|Verna Bloom
6093,7.5,1982,http://ia.media-imdb.com/images/M/MV5BMTYxOTY1NDM5MV5BMl5BanBnXkFtZTcwMTU4Mzc0NA@@._V1._SX100_SY126_.jpg,Jules Bass|Arthur Rankin Jr.,Alan Arkin|Jeff Bridges|Mia Farrow|Tammy Grimes|Robert Klein
6094,6.1,1982,http://ia.media-imdb.com/images/M/MV5BMTQ2MDI2MDc5MV5BMl5BanBnXkFtZTYwOTEzOTY4._V1._SX92_SY140_.jpg,Slava Tsukerman,Anne Carlisle|Paula E. Sheppard|Susan Doukas|Otto von Wernherr|Bob Brady
6100,6.7,1982,http://ia.media-imdb.com/images/M/MV5BOTMxMTM0MTk3Nl5BMl5BanBnXkFtZTcwOTEyODI1NA@@._V1._SX92_SY140_.jpg,Woody Allen,Woody Allen|Mia Farrow|José Ferrer|Julie Hagerty|Tony Roberts
6104,7.9,1982,http://ia.media-imdb.com/images/M/MV5BMTcxNjUyMzMyMV5BMl5BanBnXkFtZTYwNjEzNjE5._V1._SX83_SY140_.jpg,Terry Hughes|Ian MacNaughton,Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones
6111,4.8,1982,http://ia.media-imdb.com/images/M/MV5BMTMyNDM1ODA0N15BMl5BanBnXkFtZTYwNDQ4ODg5._V1._SX90_SY140_.jpg,Stuart Gillard,Willie Aames|Phoebe Cates|Tuvia Tavi|Richard Curnock|Neil Vipond
6115,6.3,1982,http://ia.media-imdb.com/images/M/MV5BMTYxMTg0MzkyNl5BMl5BanBnXkFtZTYwODY0ODE5._V1._SX77_SY140_.jpg,Robert Towne,Mariel Hemingway|Scott Glenn|Patrice Donnelly|Kenny Moore|Jim Moody
6120,6.1,1982,http://ia.media-imdb.com/images/M/MV5BMTgwMjgwNTM0NV5BMl5BanBnXkFtZTcwNDYzMTEyMQ@@._V1._SX99_SY140_.jpg,Larry Cohen,Michael Moriarty|Candy Clark|David Carradine|Richard Roundtree|James Dixon
6122,7.6,1982,http://ia.media-imdb.com/images/M/MV5BMTQ3MDY3NzU5MV5BMl5BanBnXkFtZTcwMDU4MjYxMQ@@._V1._SX100_SY140_.jpg,Joe Layton,Richard Pryor|Gene Cross|Julie Hampton|Jesse Jackson
6124,7.2,1982,http://ia.media-imdb.com/images/M/MV5BMTM5NDQzMDQ1M15BMl5BanBnXkFtZTcwMjI5NzUzMQ@@._V1._SX93_SY140_.jpg,Pierre De Moro,Mark Jeffrey Miller|Donovan Scott|Bridgette Andersen|Chris Robinson|Michael Parks
6125,6.7,1982,http://ia.media-imdb.com/images/M/MV5BODQ2NjIzNTcyMV5BMl5BanBnXkFtZTcwNDIwNTAyMQ@@._V1._SX77_SY140_.jpg,Julien Temple,Rowan Atkinson|Jeff Beck|Alan Bennett|Joe D'Amato|Tim Brooke-Taylor
6126,7.9,1982,http://ia.media-imdb.com/images/M/MV5BODEwNTk2OTg0OV5BMl5BanBnXkFtZTgwOTEwMzA2MTE@._V1._SX99_SY140_.jpg,Rainer Werner Fassbinder,Rosel Zech|Hilmar Thate|Cornelia Froboess|Annemarie Düringer|Doris Schade
6132,6.4,1982,http://ia.media-imdb.com/images/M/MV5BMjE2MTQ5NDEyMF5BMl5BanBnXkFtZTcwMTEwMjkxMQ@@._V1._SX98_SY140_.jpg,Lucio Fulci,Jack Hedley|Almanta Suska|Howard Ross|Andrea Occhipinti|Alexandra Delli Colli
6135,6.2,1982,http://ia.media-imdb.com/images/M/MV5BMjI3ODA5OTYzMF5BMl5BanBnXkFtZTcwMjU2NzI5NA@@._V1._SX93_SY140_.jpg,Robert Benton,Roy Scheider|Meryl Streep|Jessica Tandy|Joe Grifasi|Sara Botsford
6139,6.5,1982,http://ia.media-imdb.com/images/M/MV5BMTU1Njk1NzYzMF5BMl5BanBnXkFtZTcwMDEyODg0MQ@@._V1._SX97_SY140_.jpg,Paul Mazursky,John Cassavetes|Gena Rowlands|Susan Sarandon|Vittorio Gassman|Raul Julia
6140,7.2,1982,http://ia.media-imdb.com/images/M/MV5BMTM4NDIzMTc5MF5BMl5BanBnXkFtZTcwNjg1NDM3MQ@@._V1._SX100_SY140_.jpg,Dario Argento,Anthony Franciosa|Christian Borromeo|Mirella D'Angelo|Veronica Lario|Ania Pieroni
