2898,5.9,1993,http://ia.media-imdb.com/images/M/MV5BMTAxOTA1NDQzODVeQTJeQWpwZ15BbWU3MDYyNzEzMzQ@._V1._SX93_SY140_.jpg,George A. Romero,Timothy Hutton|Amy Madigan|Michael Rooker|Julie Harris|Robert Joy
2899,6.8,1939,http://ia.media-imdb.com/images/M/MV5BMTY1Mjk2MjQyMV5BMl5BanBnXkFtZTcwMTYxNjgyMg@@._V1._SX98_SY140_.jpg,Dave Fleischer,Jessica Dragonette|Lanny Ross|Pinto Colvig|Cal Howard|Jack Mercer
2900,6.2,1988,http://ia.media-imdb.com/images/M/MV5BMTkxOTk4NDM1Nl5BMl5BanBnXkFtZTcwNzI0ODI1NA@@._V1._SX93_SY140_.jpg,George A. Romero,Jason Beghe|John Pankow|Kate McNeil|Joyce Van Patten|Christine Forrest
2901,6.9,1979,http://ia.media-imdb.com/images/M/MV5BMjAxNDY4MDc5OV5BMl5BanBnXkFtZTYwODU5ODg5._V1._SX89_SY140_.jpg,Don Coscarelli,A. Michael Baldwin|Bill Thornbury|Reggie Bannister|Kathy Lester|Terrie Kalbus
2902,6.4,1983,http://ia.media-imdb.com/images/M/MV5BMTI0MjYzOTk4NV5BMl5BanBnXkFtZTcwNzc0Nzg0MQ@@._V1._SX97_SY140_.jpg,Richard Franklin,Anthony Perkins|Vera Miles|Meg Tilly|Robert Loggia|Dennis Franz
2903,5.2,1986,http://ia.media-imdb.com/images/M/MV5BMTQzODE1MTEwOV5BMl5BanBnXkFtZTYwNjEyOTg5._V1._SX90_SY140_.jpg,Anthony Perkins,Anthony Perkins|Diana Scarwid|Jeff Fahey|Roberta Maxwell|Hugh Gillin
2904,6.9,1932,http://ia.media-imdb.com/images/M/MV5BMTg1ODk3NDE0MF5BMl5BanBnXkFtZTgwMTc0MjUzMjE@._V1._SX94_SY140_.jpg,Lewis Milestone,Howard Wright|Ben Hendricks Jr.|William Gargan|Mary Shaw|Guy Kibbee
2905,8.2,1962,http://ia.media-imdb.com/images/M/MV5BMTQ2MzYwNzUzMV5BMl5BanBnXkFtZTgwMDM3NTU3MzE@._V1._SX95_SY140_.jpg,Akira Kurosawa,Toshirô Mifune|Tatsuya Nakadai|Keiju Kobayashi|Yûzô Kayama|Reiko Dan
2906,5.0,1999,http://ia.media-imdb.com/images/M/MV5BMTQzNjMzOTU5NV5BMl5BanBnXkFtZTYwODkyNzE5._V1._SX97_SY140_.jpg,Sydney Pollack,Harrison Ford|Kristin Scott Thomas|Charles S. Dutton|Bonnie Hunt|Dennis Haysbert
2907,5.0,1999,http://ia.media-imdb.com/images/M/MV5BMjAwNDI4MjAxNF5BMl5BanBnXkFtZTcwOTE1MTMyMQ@@._V1._SX98_SY140_.jpg,Bruce McCulloch,Molly Shannon|Will Ferrell|Elaine Hendrix|Harland Williams|Mark McKinney
2908,7.6,1999,http://ia.media-imdb.com/images/M/MV5BMTg3NDY0NjcyNV5BMl5BanBnXkFtZTYwNTE0Njk4._V1._SX99_SY140_.jpg,Kimberly Peirce,Hilary Swank|Chloë Sevigny|Peter Sarsgaard|Brendan Sexton III|Alicia Goranson
2909,7.1,1998,http://ia.media-imdb.com/images/M/MV5BMTM1MzM4NzMwOV5BMl5BanBnXkFtZTcwODE4MTAyMQ@@._V1._SX98_SY140_.jpg,Tessa Blake,Thomas Walter Blake Jr.|Muffet Criner Adickes Blake|Sandra Tessman Blake|Betty 'Boop' Blake|Joanne Herring
2910,6.3,1998,http://ia.media-imdb.com/images/M/MV5BMjA5ODMwOTA3Nl5BMl5BanBnXkFtZTcwMDc1NjgyMQ@@._V1._SX99_SY140_.jpg,Cédric Kahn,Charles Berling|Sophie Guillemin|Arielle Dombasle|Robert Kramer|Alice Grey
2911,7.5,1998,http://ia.media-imdb.com/images/M/MV5BMTkwNzIxMTgzMF5BMl5BanBnXkFtZTYwOTkyMTA5._V1._SX99_SY140_.jpg,José Luis Garci,Fernando Fernán Gómez|Rafael Alonso|Cayetana Guillén Cuervo|Agustín González|Cristina Cruz
2912,7.1,1999,http://ia.media-imdb.com/images/M/MV5BMTIwNDE3MjY4NF5BMl5BanBnXkFtZTcwNTI2NjYyMQ@@._V1._SX100_SY140_.jpg,Steven Soderbergh,Terence Stamp|Lesley Ann Warren|Luis Guzmán|Barry Newman|Joe Dallesandro
2913,6.4,1999,http://ia.media-imdb.com/images/M/MV5BMTU4OTA3MDI3OV5BMl5BanBnXkFtZTcwMTU3NTUxMQ@@._V1._SX95_SY140_.jpg,Jeff Abugov,David Hyde Pierce|Mackenzie Astin|Carmen Electra|Markus Redmond|Lucy Liu
2914,5.8,1999,http://ia.media-imdb.com/images/M/MV5BMTY0MTUxMjUwNl5BMl5BanBnXkFtZTcwNDczNzA2NA@@._V1._SX93_SY140_.jpg,John Duigan,Elisabeth Shue|Aaron Eckhart|Jill Hennessy|Thomas Jane|D.W. Moffett
2915,6.8,1983,http://ia.media-imdb.com/images/M/MV5BMTg1NDc4NDkzNF5BMl5BanBnXkFtZTYwMTQyNTg4._V1._SX100_SY135_.jpg,Paul Brickman,Tom Cruise|Rebecca De Mornay|Joe Pantoliano|Richard Masur|Bronson Pinchot
2916,7.5,1990,http://ia.media-imdb.com/images/M/MV5BMTc2MTU4ODI5MF5BMl5BanBnXkFtZTcwODI2MzAyOA@@._V1._SX100_SY139_.jpg,Paul Verhoeven,Arnold Schwarzenegger|Rachel Ticotin|Sharon Stone|Ronny Cox|Michael Ironside
2917,7.4,1981,http://ia.media-imdb.com/images/M/MV5BMTEwMjA1NjkzMDdeQTJeQWpwZ15BbWU3MDY0MDYxMjE@._V1._SX100_SY135_.jpg,Lawrence Kasdan,William Hurt|Kathleen Turner|Richard Crenna|Ted Danson|J.A. Preston
2918,7.9,1986,http://ia.media-imdb.com/images/M/MV5BMTg2MTUxODY4NV5BMl5BanBnXkFtZTcwNzQ5NzU2OQ@@._V1._SX93_SY140_.jpg,John Hughes,Matthew Broderick|Alan Ruck|Mia Sara|Jeffrey Jones|Jennifer Grey
2919,7.2,1982,http://ia.media-imdb.com/images/M/MV5BMTM0NzUxMzU5MV5BMl5BanBnXkFtZTcwNjU4NzcyMQ@@._V1._SX97_SY140_.jpg,Peter Weir,Mel Gibson|Sigourney Weaver|Linda Hunt|Michael Murphy|Bill Kerr
2920,8.4,1945,http://ia.media-imdb.com/images/M/MV5BMTU1NTU0MjE0Ml5BMl5BanBnXkFtZTYwMzQ1MTQ5._V1._SX100_SY139_.jpg,Marcel Carné,Arletty|Jean-Louis Barrault|Pierre Brasseur|Pierre Renoir|María Casares
2921,7.6,1973,http://ia.media-imdb.com/images/M/MV5BMTUwMjcxNTM0OF5BMl5BanBnXkFtZTcwODY1MTkxMQ@@._V1._SX99_SY140_.jpg,Clint Eastwood,Clint Eastwood|Verna Bloom|Marianna Hill|Mitchell Ryan|Jack Ging
2922,7.0,1968,http://ia.media-imdb.com/images/M/MV5BMTE5OTQ3NjM5MV5BMl5BanBnXkFtZTcwNDQ5OTEyMQ@@._V1._SX98_SY140_.jpg,Ted Post,Clint Eastwood|Inger Stevens|Ed Begley Jr.|Pat Hingle|Ben Johnson
2924,7.7,1978,http://ia.media-imdb.com/images/M/MV5BMTc1NjYxMTExNl5BMl5BanBnXkFtZTYwNTU2NTI5._V1._SX96_SY140_.jpg,Woo-Ping Yuen,Jackie Chan|Siu Tin Yuen|Jang Lee Hwang|Kau Lam|Linda Lin
2925,8.1,1970,http://ia.media-imdb.com/images/M/MV5BMTk1NDMzODYyNV5BMl5BanBnXkFtZTcwMzE2NTY0MQ@@._V1._SX100_SY140_.jpg,Bernardo Bertolucci,Jean-Louis Trintignant|Stefania Sandrelli|Gastone Moschin|Enzo Tarascio|Fosco Giachetti
2926,6.9,1988,http://ia.media-imdb.com/images/M/MV5BMTczMTc2NzYzM15BMl5BanBnXkFtZTYwNzI1OTc5._V1._SX98_SY140_.jpg,John Waters,Sonny Bono|Ruth Brown|Divine|Deborah Harry|Ricki Lake
2927,8.1,1945,http://ia.media-imdb.com/images/M/MV5BMjI1Nzg0NDYyMV5BMl5BanBnXkFtZTcwNTY3NzE3OQ@@._V1._SX93_SY140_.jpg,David Lean,Celia Johnson|Trevor Howard|Stanley Holloway|Joyce Carey|Cyril Raymond
2929,7.5,1981,http://ia.media-imdb.com/images/M/MV5BNzM5NjQyNDI4OF5BMl5BanBnXkFtZTcwODEzOTYzMQ@@._V1._SX99_SY140_.jpg,Warren Beatty,Warren Beatty|Diane Keaton|Edward Herrmann|Jerzy Kosinski|Jack Nicholson
2932,8.0,1978,http://ia.media-imdb.com/images/M/MV5BMTkwNTEzNTgwN15BMl5BanBnXkFtZTcwODM2MTI1MQ@@._V1._SX99_SY140_.jpg,Terrence Malick,Richard Gere|Brooke Adams|Sam Shepard|Linda Manz|Robert J. Wilke
2935,8.0,1941,http://ia.media-imdb.com/images/M/MV5BMjA1OTAwODEzMF5BMl5BanBnXkFtZTYwNzc1MjM5._V1._SX99_SY140_.jpg,Preston Sturges,Barbara Stanwyck|Henry Fonda|Charles Coburn|Eugene Pallette|William Demarest
2936,8.1,1941,http://ia.media-imdb.com/images/M/MV5BNjA2MjYwOTk2Nl5BMl5BanBnXkFtZTgwODE0MDkxMTE@._V1._SX95_SY140_.jpg,Preston Sturges,Joel McCrea|Veronica Lake|Robert Warwick|William Demarest|Franklin Pangborn
2937,7.8,1942,http://ia.media-imdb.com/images/M/MV5BMjM2NDgwODAyOF5BMl5BanBnXkFtZTgwODUwODgxMTE@._V1._SX91_SY140_.jpg,Preston Sturges,Claudette Colbert|Joel McCrea|Mary Astor|Rudy Vallee|Sig Arno
2938,7.9,1986,http://ia.media-imdb.com/images/M/MV5BMTYxNDYzODUxNF5BMl5BanBnXkFtZTcwNzU1NDM0MQ@@._V1._SX99_SY140_.jpg,Eliseo Subiela,Lorenzo Quinteros|Hugo Soto|Inés Vernengo|Cristina Scaramuzza|Tomas Voth
2939,7.1,1953,http://ia.media-imdb.com/images/M/MV5BMjA5NjM4Mjg4OF5BMl5BanBnXkFtZTcwNTIwNzkzMQ@@._V1._SX98_SY140_.jpg,Henry Hathaway,Marilyn Monroe|Joseph Cotten|Jean Peters|Max Showalter|Denis O'Dea
2940,7.8,1946,http://ia.media-imdb.com/images/M/MV5BMTAzNTQ4MjY4NzZeQTJeQWpwZ15BbWU4MDA3OTU3OTAx._V1._SX93_SY140_.jpg,Charles Vidor,Rita Hayworth|Glenn Ford|George Macready|Joseph Calleia|Steven Geray
2941,7.0,1958,http://ia.media-imdb.com/images/M/MV5BNjc1MDM0MDM4Nl5BMl5BanBnXkFtZTgwMDMwMTgxMTE@._V1._SX94_SY140_.jpg,Joshua Logan,Rossano Brazzi|Mitzi Gaynor|John Kerr|Ray Walston|Juanita Hall
2942,6.1,1983,http://ia.media-imdb.com/images/M/MV5BMjA5NjE2OTUxOF5BMl5BanBnXkFtZTgwNDE1NDIxMDE@._V1._SX95_SY140_.jpg,Adrian Lyne,Jennifer Beals|Michael Nouri|Lilia Skala|Sunny Johnson|Kyle T. Heffner
2943,7.1,1992,http://ia.media-imdb.com/images/M/MV5BMTM1MTkzNzA3NF5BMl5BanBnXkFtZTYwNTI2MzU5._V1._SX95_SY140_.jpg,Régis Wargnier,Catherine Deneuve|Vincent Perez|Linh Dan Pham|Jean Yanne|Dominique Blanc
2944,7.8,1967,http://ia.media-imdb.com/images/M/MV5BMTc3ODc5MzIyN15BMl5BanBnXkFtZTYwMjM5OTk4._V1._SX100_SY140_.jpg,Robert Aldrich,Lee Marvin|Ernest Borgnine|Charles Bronson|Jim Brown|John Cassavetes
2945,5.5,1984,http://ia.media-imdb.com/images/M/MV5BMjEwMjUxNjcwOV5BMl5BanBnXkFtZTcwMjI0MjMzMQ@@._V1._SX89_SY140_.jpg,James Bridges,Debra Winger|Mark Keyloun|Darrell Larson|Brooke Alderson|Paul Winfield
2946,7.3,1965,http://ia.media-imdb.com/images/M/MV5BMTI1ODU4MjE3OV5BMl5BanBnXkFtZTcwNTM3OTQ1MQ@@._V1._SX100_SY137_.jpg,Richard Lester,Ringo Starr|George Harrison|John Lennon|Paul McCartney|Ringo Starr
2947,7.8,1964,http://ia.media-imdb.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1._SX93_SY140_.jpg,Guy Hamilton,Sean Connery|Honor Blackman|Gert Fröbe|Shirley Eaton|Tania Mallet
2948,7.5,1963,http://ia.media-imdb.com/images/M/MV5BMTQxNTIzMTExN15BMl5BanBnXkFtZTcwODI4MDgzNA@@._V1._SX93_SY140_.jpg,Terence Young,Sean Connery|Daniela Bianchi|Pedro Armendáriz|Lotte Lenya|Robert Shaw
2949,7.3,1962,http://ia.media-imdb.com/images/M/MV5BOTU3NzExMTQ4N15BMl5BanBnXkFtZTcwMjkzNzQzNA@@._V1._SX93_SY140_.jpg,Terence Young,Sean Connery|Ursula Andress|Joseph Wiseman|Jack Lord|Bernard Lee
2950,5.7,1980,http://ia.media-imdb.com/images/M/MV5BMTQwNTM5MDU2OF5BMl5BanBnXkFtZTgwNjI0OTgzMTE@._V1._SX93_SY140_.jpg,Randal Kleiser,Brooke Shields|Christopher Atkins|Leo McKern|William Daniels|Elva Josephson
2951,8.1,1964,http://ia.media-imdb.com/images/M/MV5BMTAzODAxMzg1MzZeQTJeQWpwZ15BbWU3MDgwMzE5ODk@._V1._SX95_SY140_.jpg,Sergio Leone,Clint Eastwood|Marianne Koch|Gian Maria Volonté|Wolfgang Lukschy|Sieghardt Rupp
2952,7.3,1996,http://ia.media-imdb.com/images/M/MV5BODYwMjU0OTYyMF5BMl5BanBnXkFtZTcwMDg5MDgxMQ@@._V1._SX96_SY140_.jpg,Paul Thomas Anderson,Philip Baker Hall|John C. Reilly|Gwyneth Paltrow|Samuel L. Jackson|F. William Parker
2953,6.5,1992,http://ia.media-imdb.com/images/M/MV5BMTYyODQzNDk1OV5BMl5BanBnXkFtZTcwOTM3MTU1MQ@@._V1._SX99_SY140_.jpg,Chris Columbus,Macaulay Culkin|Joe Pesci|Daniel Stern|Catherine O'Hara|John Heard
2956,6.1,1987,http://ia.media-imdb.com/images/M/MV5BNTIwMTU0NDQwM15BMl5BanBnXkFtZTYwOTU3Mjg5._V1._SX99_SY140_.jpg,Ridley Scott,Tom Berenger|Mimi Rogers|Lorraine Bracco|Jerry Orbach|John Rubinstein
2959,8.9,1999,http://ia.media-imdb.com/images/M/MV5BMjIwNTYzMzE1M15BMl5BanBnXkFtZTcwOTE5Mzg3OA@@._V1._SX94_SY140_.jpg,David Fincher,Edward Norton|Brad Pitt|Helena Bonham Carter|Meat Loaf|Zach Grenier
2961,5.9,1999,http://ia.media-imdb.com/images/M/MV5BMTIwODk3ODgzOF5BMl5BanBnXkFtZTcwNDU3NjAyMQ@@._V1._SX99_SY140_.jpg,Rob Reiner,Bruce Willis|Michelle Pfeiffer|Colleen Rennison|Jake Sandvig|Casey Boersma
2962,6.7,1997,http://ia.media-imdb.com/images/M/MV5BMjIyNDgzMDgzMV5BMl5BanBnXkFtZTgwMjU2MzgxMTE@._V1._SX95_SY140_.jpg,David Evans,Luke Aikman|Bea Guard|Neil Pearson|Ruth Gemmell|Colin Firth
2963,6.7,1999,http://ia.media-imdb.com/images/M/MV5BMTU2NTcxMzA2OV5BMl5BanBnXkFtZTYwMjM2OTY4._V1._SX91_SY140_.jpg,Frank Whaley,Noah Fleiss|Karen Young|Camryn Manheim|Austin Pendleton|Val Kilmer
2964,6.6,1999,http://ia.media-imdb.com/images/M/MV5BMTI1NTUxMTYwNl5BMl5BanBnXkFtZTcwOTY1MzcxMQ@@._V1._SX99_SY140_.jpg,Harmony Korine,Ewen Bremner|Brian Fisk|Chloë Sevigny|Werner Herzog|Joyce Korine
2965,3.5,1999,http://ia.media-imdb.com/images/M/MV5BMjA1NjQ5NTI0M15BMl5BanBnXkFtZTcwMzMzNzUxMQ@@._V1._SX99_SY140_.jpg,Robert Marcarelli,Casper Van Dien|Michael York|Catherine Oxenberg|Michael Ironside|Jan Tríska
2966,8.0,1999,http://ia.media-imdb.com/images/M/MV5BMTMzNDYyNjQ5NV5BMl5BanBnXkFtZTYwNTk4NjA5._V1._SX99_SY140_.jpg,David Lynch,Sissy Spacek|Jane Galloway Heitz|Joseph A. Carpenter|Donald Wiegert|Richard Farnsworth
2967,7.5,1956,http://ia.media-imdb.com/images/M/MV5BMjA4MTc3MjUyOF5BMl5BanBnXkFtZTgwNzkyMzcxMTE@._V1._SX92_SY140_.jpg,Mervyn LeRoy,Nancy Kelly|Patty McCormack|Henry Jones|Eileen Heckart|Evelyn Varden
2968,7.0,1981,http://ia.media-imdb.com/images/M/MV5BMTg2MDYwMzM0NF5BMl5BanBnXkFtZTcwODI3MTQ5OQ@@._V1._SX99_SY140_.jpg,Terry Gilliam,John Cleese|Sean Connery|Shelley Duvall|Katherine Helmond|Ian Holm
2969,7.7,1966,http://ia.media-imdb.com/images/M/MV5BMTI5MzU4NTI3OF5BMl5BanBnXkFtZTcwODM2NjIyMQ@@._V1._SX96_SY140_.jpg,Claude Lelouch,Anouk Aimée|Jean-Louis Trintignant|Pierre Barouh|Valérie Lagrange|Antoine Sire
2970,8.2,1982,http://ia.media-imdb.com/images/M/MV5BMTY1MzYzOTIxM15BMl5BanBnXkFtZTgwNzY5MTA2MTE@._V1._SX97_SY140_.jpg,Werner Herzog,Klaus Kinski|Claudia Cardinale|José Lewgoy|Miguel Ángel Fuentes|Paul Hittscher
2971,7.8,1979,http://ia.media-imdb.com/images/M/MV5BMTI1NDM2NzEzOV5BMl5BanBnXkFtZTYwMTE2Mzc5._V1._SX82_SY140_.jpg,Bob Fosse,Roy Scheider|Jessica Lange|Leland Palmer|Ann Reinking|Cliff Gorman
2972,7.5,1987,http://ia.media-imdb.com/images/M/MV5BMTMzMjU1ODg1MV5BMl5BanBnXkFtZTcwNDY1NDkxMQ@@._V1._SX75_SY140_.jpg,Yimou Zhang,Li Gong|Wen Jiang|Rujun Ten|Zhigang Chen|Kun Dong
2973,8.0,1989,http://ia.media-imdb.com/images/M/MV5BMTgxMDE3NDMwOV5BMl5BanBnXkFtZTcwMDQwODQ2NA@@._V1._SX93_SY140_.jpg,Woody Allen,Bill Bernstein|Martin Landau|Claire Bloom|Stephanie Roth Haberle|Gregg Edelman
2974,3.6,1999,http://ia.media-imdb.com/images/M/MV5BMTI5NDY2NjcxNl5BMl5BanBnXkFtZTcwMDQ2NzAyMQ@@._V1._SX97_SY140_.jpg,Louis Morneau,Lou Diamond Phillips|Dina Meyer|Bob Gunton|Leon|Carlos Jacott
2975,6.6,1999,http://ia.media-imdb.com/images/M/MV5BMTU3MjI5NzA1OV5BMl5BanBnXkFtZTcwMzM4MzAyMQ@@._V1._SX100_SY140_.jpg,Malcolm D. Lee,Taye Diggs|Nia Long|Morris Chestnut|Harold Perrineau|Terrence Howard
2976,6.8,1999,http://ia.media-imdb.com/images/M/MV5BMTQ4MjgzMDc1Nl5BMl5BanBnXkFtZTYwOTc5ODk4._V1._SX100_SY139_.jpg,Martin Scorsese,Nicolas Cage|Patricia Arquette|John Goodman|Ving Rhames|Tom Sizemore
2977,6.3,1999,http://ia.media-imdb.com/images/M/MV5BMTM2MzgwMjEwMl5BMl5BanBnXkFtZTYwMzgxOTE5._V1._SX95_SY140_.jpg,Antonio Banderas,Melanie Griffith|David Morse|Lucas Black|Cathy Moriarty|Meat Loaf
2978,6.1,1999,http://ia.media-imdb.com/images/M/MV5BMjAzNDY1NzU3OV5BMl5BanBnXkFtZTYwMDA5NzE5._V1._SX96_SY140_.jpg,Damon Santostefano,Matthew Perry|Neve Campbell|Dylan McDermott|Oliver Platt|Cylk Cozart
2979,5.0,1999,http://ia.media-imdb.com/images/M/MV5BMTc2Nzc4NjY0NF5BMl5BanBnXkFtZTYwMzcxMTc4._V1._SX100_SY136_.jpg,Michael Cristofer,Joe Basile|Scott Burkholder|Liz Coke|Allison Dunbar|Sean Patrick Flanery
2980,5.4,1998,http://ia.media-imdb.com/images/M/MV5BMTkyODQxMDEyMF5BMl5BanBnXkFtZTcwNDEyMTAyMQ@@._V1._SX95_SY140_.jpg,Tamara Hernandez,Steven Nelson|Honey Lauren|Jeri Ryan|Michael Mangiamele|Harry Ralston
2982,5.3,1990,http://ia.media-imdb.com/images/M/MV5BMTY3NjQyMDI0MV5BMl5BanBnXkFtZTcwODcwOTAwMQ@@._V1._SX98_SY140_.jpg,William Friedkin,Jenny Seagrove|Dwier Brown|Carey Lowell|Brad Hall|Miguel Ferrer
2983,7.3,1965,http://ia.media-imdb.com/images/M/MV5BMTQxODU3MzUyNV5BMl5BanBnXkFtZTcwNjA5NDQzMQ@@._V1._SX99_SY140_.jpg,Sidney J. Furie,Michael Caine|Nigel Green|Guy Doleman|Sue Lloyd|Gordon Jackson
2985,7.5,1987,http://ia.media-imdb.com/images/M/MV5BMTk1MDUzMTQ3OV5BMl5BanBnXkFtZTcwMDAwNTk0NA@@._V1._SX93_SY140_.jpg,Paul Verhoeven,Peter Weller|Nancy Allen|Dan O'Herlihy|Ronny Cox|Kurtwood Smith
2986,5.7,1990,http://ia.media-imdb.com/images/M/MV5BMjI3OTEyOTAxMl5BMl5BanBnXkFtZTcwMTA0NzE1NA@@._V1._SX93_SY140_.jpg,Irvin Kershner,Belinda Bauer|John Glover|Mario Machado|Leeza Gibbons|John Ingle
2987,7.7,1988,http://ia.media-imdb.com/images/M/MV5BMTgxOTE1NjA0OV5BMl5BanBnXkFtZTcwODM3MTYxMQ@@._V1._SX98_SY140_.jpg,Robert Zemeckis,Bob Hoskins|Christopher Lloyd|Joanna Cassidy|Charles Fleischer|Stubby Kaye
2988,6.9,1980,http://ia.media-imdb.com/images/M/MV5BMTM4NzQ3NTk4NF5BMl5BanBnXkFtZTcwMDIzNDQyMQ@@._V1._SX98_SY140_.jpg,Jonathan Demme,Jason Robards|Paul Le Mat|Elizabeth Cheshire|Mary Steenburgen|Chip Taylor
2989,6.8,1981,http://ia.media-imdb.com/images/M/MV5BOTEwNzY5OTgyNl5BMl5BanBnXkFtZTcwMDAxNzczNA@@._V1._SX93_SY140_.jpg,John Glen,Roger Moore|Carole Bouquet|Topol|Lynn-Holly Johnson|Julian Glover
2990,6.6,1989,http://ia.media-imdb.com/images/M/MV5BMTY0NDE2MTAzN15BMl5BanBnXkFtZTcwMjY5MDg0NA@@._V1._SX93_SY140_.jpg,John Glen,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe
2991,6.8,1973,http://ia.media-imdb.com/images/M/MV5BMjI2NTY5MTYzMl5BMl5BanBnXkFtZTcwNzY5MDg0NA@@._V1._SX93_SY140_.jpg,Guy Hamilton,Roger Moore|Yaphet Kotto|Jane Seymour|Clifton James|Julius Harris
2992,4.9,1986,http://ia.media-imdb.com/images/M/MV5BMTcyMjU4NzgyNV5BMl5BanBnXkFtZTcwNzcwNTgyMQ@@._V1._SX100_SY139_.jpg,George Pavlou,David Dukes|Kelly Piper|Hugh O'Conor|Cora Venus Lunny|Ronan Wilmot
2993,7.0,1965,http://ia.media-imdb.com/images/M/MV5BMTY1Mjc2MTYxNV5BMl5BanBnXkFtZTcwNzUzMzY3NA@@._V1._SX93_SY140_.jpg,Terence Young,Sean Connery|Claudine Auger|Adolfo Celi|Luciana Paluzzi|Rik Van Nutter
