6950,6.5,2003,http://ia.media-imdb.com/images/M/MV5BMTA2NjgxMjczMTNeQTJeQWpwZ15BbWU3MDAxNTE2MjE@._V1._SX94_SY140_.jpg,Ron Howard,Tommy Lee Jones|Cate Blanchett|Evan Rachel Wood|Jenna Boyd|Aaron Eckhart
6951,3.8,2003,http://ia.media-imdb.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1._SX94_SY140_.jpg,Bo Welch,Mike Myers|Alec Baldwin|Kelly Preston|Dakota Fanning|Spencer Breslin
6952,5.8,2003,http://ia.media-imdb.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1._SX95_SY140_.jpg,Mathieu Kassovitz,Halle Berry|Robert Downey Jr.|Charles S. Dutton|John Carroll Lynch|Bernard Hill
6953,7.7,2003,http://ia.media-imdb.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1._SX94_SY140_.jpg,Alejandro González Iñárritu,Sean Penn|Naomi Watts|Danny Huston|Carly Nahon|Claire Pakis
6954,7.7,2003,http://ia.media-imdb.com/images/M/MV5BMTUyODI5OTM3M15BMl5BanBnXkFtZTcwMjY5MzQyMQ@@._V1._SX94_SY140_.jpg,Denys Arcand,Rémy Girard|Stéphane Rousseau|Marie-Josée Croze|Marina Hands|Dorothée Berryman
6957,7.1,2003,http://ia.media-imdb.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1._SX94_SY140_.jpg,Terry Zwigoff,Billy Bob Thornton|Tony Cox|Brett Kelly|Lauren Graham|Lauren Tom
6958,4.9,2003,http://ia.media-imdb.com/images/M/MV5BMTA3NDUwNzAxNzZeQTJeQWpwZ15BbWU3MDQyMTUwMDE@._V1._SX94_SY140_.jpg,Rob Minkoff,Eddie Murphy|Terence Stamp|Nathaniel Parker|Marsha Thomason|Jennifer Tilly
6959,5.6,2003,http://ia.media-imdb.com/images/M/MV5BMTg5OTAyNDE3NV5BMl5BanBnXkFtZTYwOTkzMzE3._V1._SX95_SY140_.jpg,Richard Donner,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis
6963,7.1,2002,http://ia.media-imdb.com/images/M/MV5BNDc2MzAzNjI0NF5BMl5BanBnXkFtZTcwODc5NjAyMQ@@._V1._SX98_SY140_.jpg,Lucy Walker,Velda Bontrager|Mark Bontrager|Dewayne Chupp|Dylan Cole|Matt Eash
6966,6.4,1990,http://ia.media-imdb.com/images/M/MV5BMTc5MTYyMzM2NV5BMl5BanBnXkFtZTYwODgyMzM5._V1._SX95_SY140_.jpg,Sam Raimi,Liam Neeson|Frances McDormand|Colin Friels|Larry Drake|Nelson Mashita
6967,7.7,1945,http://ia.media-imdb.com/images/M/MV5BMTk5ODkzODg4NV5BMl5BanBnXkFtZTcwMjU2NzkzMQ@@._V1._SX97_SY140_.jpg,Alberto Cavalcanti|Charles Crichton|Basil Dearden|Robert Hamer,Mervyn Johns|Roland Culver|Mary Merrall|Googie Withers|Frederick Valk
6970,7.3,1957,http://ia.media-imdb.com/images/M/MV5BMTkxNTE4NzgyNV5BMl5BanBnXkFtZTcwMzA0MzUyMQ@@._V1._SX98_SY140_.jpg,Lex Lang,Spencer Tracy|Katharine Hepburn|Gig Young|Joan Blondell|Dina Merrill
6971,7.7,1991,http://ia.media-imdb.com/images/M/MV5BMTc0MzI5Mjg4M15BMl5BanBnXkFtZTcwMTY1NjcwMg@@._V1._SX99_SY140_.jpg,Lars von Trier,Jean-Marc Barr|Barbara Sukowa|Udo Kier|Ernst-Hugo Järegård|Erik Mørk
6974,6.5,1990,http://ia.media-imdb.com/images/M/MV5BMTIxMzM4ODQwNV5BMl5BanBnXkFtZTcwMDIzNTMyMQ@@._V1._SX100_SY140_.jpg,Andrew Bergman,Marlon Brando|Matthew Broderick|Bruno Kirby|Penelope Ann Miller|Frank Whaley
6975,7.6,1997,http://ia.media-imdb.com/images/M/MV5BMjAwNDIxMjk2M15BMl5BanBnXkFtZTcwOTUyNzgxMQ@@._V1._SX99_SY140_.jpg,Michael Haneke,Susanne Lothar|Ulrich Mühe|Arno Frisch|Frank Giering|Stefan Clapczynski
6976,7.0,1972,http://ia.media-imdb.com/images/M/MV5BMTUzNTg0MTQyMV5BMl5BanBnXkFtZTYwOTgzMjg5._V1._SX93_SY140_.jpg,Freddie Francis,Ralph Richardson|Geoffrey Bayldon|Joan Collins|Martin Boddey|Chloe Franks
6977,6.6,1991,http://ia.media-imdb.com/images/M/MV5BMjAzNTQzMjkwNl5BMl5BanBnXkFtZTYwODA3NjM5._V1._SX100_SY138_.jpg,Mario Van Peebles,Wesley Snipes|Ice-T|Allen Payne|Chris Rock|Mario Van Peebles
6978,7.1,1991,http://ia.media-imdb.com/images/M/MV5BMjE1NjQ2MDU3N15BMl5BanBnXkFtZTcwMTE4NDYyMQ@@._V1._SX100_SY133_.jpg,Richard Linklater,Richard Linklater|Rudy Basquez|Jean Caffeine|Jan Hockey|Stephan Hockey
6979,7.1,1983,http://ia.media-imdb.com/images/M/MV5BMTMyMTE3OTk3NF5BMl5BanBnXkFtZTcwOTkwNDc3NA@@._V1._SX93_SY140_.jpg,John Badham,Matthew Broderick|Dabney Coleman|John Wood|Ally Sheedy|Barry Corbin
6983,7.6,1943,http://ia.media-imdb.com/images/M/MV5BMTg5MzY1NTQxNl5BMl5BanBnXkFtZTgwMzI1NTkxMTE@._V1._SX93_SY140_.jpg,Robert Stevenson,Orson Welles|Joan Fontaine|Margaret O'Brien|Peggy Ann Garner|John Sutton
6984,7.9,1935,http://ia.media-imdb.com/images/M/MV5BMTY1NjQ4NzMzMF5BMl5BanBnXkFtZTgwNjkxOTYyMjE@._V1._SX92_SY140_.jpg,Jack Conway|Robert Z. Leonard,Ronald Colman|Elizabeth Allan|Edna May Oliver|Reginald Owen|Basil Rathbone
6985,8.4,1928,http://ia.media-imdb.com/images/M/MV5BMjQxMjk5ODUxMl5BMl5BanBnXkFtZTgwNDI2MjUwMzE@._V1._SX97_SY140_.jpg,Carl Theodor Dreyer,Maria Falconetti|Eugene Silvain|André Berley|Maurice Schutz|Antonin Artaud
6986,8.1,1925,http://ia.media-imdb.com/images/M/MV5BMjEwNzIwNDMwMl5BMl5BanBnXkFtZTgwNjExMTYxMjE@._V1._SX95_SY140_.jpg,Fred Niblo|Charles Brabin|Christy Cabanne|J.J. Cohn|Rex Ingram,Ramon Novarro|Francis X. Bushman|May McAvoy|Betty Bronson|Claire McDowell
6987,8.1,1920,http://ia.media-imdb.com/images/M/MV5BMTk2Njg0NDc1MF5BMl5BanBnXkFtZTgwOTQyNjkxMTE@._V1._SX95_SY140_.jpg,Robert Wiene,Werner Krauss|Conrad Veidt|Friedrich Feher|Lil Dagover|Hans Heinrich von Twardowski
6989,6.8,1983,http://ia.media-imdb.com/images/M/MV5BMTU0NDQ4Njg0Ml5BMl5BanBnXkFtZTYwNzE2Njc5._V1._SX87_SY140_.jpg,Michael Apted,William Hurt|Lee Marvin|Brian Dennehy|Ian Bannen|Joanna Pacula
6990,7.0,1978,http://ia.media-imdb.com/images/M/MV5BMTgxMzExNTYyN15BMl5BanBnXkFtZTcwNzM0NzgzNA@@._V1._SX93_SY140_.jpg,Michael Crichton,Sean Connery|Donald Sutherland|Lesley-Anne Down|Alan Webb|Malcolm Terris
6991,6.3,1984,http://ia.media-imdb.com/images/M/MV5BMTM5MzcwOTg4MF5BMl5BanBnXkFtZTgwOTQwMzQxMDE@._V1._SX97_SY140_.jpg,Hugh Hudson,Ralph Richardson|Ian Holm|James Fox|Christopher Lambert|Andie MacDowell
6992,6.1,1994,http://ia.media-imdb.com/images/M/MV5BMTc4MDgzNjQwNF5BMl5BanBnXkFtZTcwMjA2MDcxMQ@@._V1._SX100_SY138_.jpg,Hugh Wilson,Shirley MacLaine|Nicolas Cage|Austin Pendleton|Edward Albert|James Rebhorn
6993,8.0,1986,http://ia.media-imdb.com/images/M/MV5BMjIwMTk0Njc4Nl5BMl5BanBnXkFtZTcwODc5MjkzNA@@._V1._SX92_SY140_.jpg,Woody Allen,Barbara Hershey|Carrie Fisher|Michael Caine|Mia Farrow|Dianne Wiest
6994,6.3,1991,http://ia.media-imdb.com/images/M/MV5BMjExOTQwOTg2MF5BMl5BanBnXkFtZTcwNDQyMTYyMQ@@._V1._SX93_SY140_.jpg,John Badham,Michael J. Fox|James Woods|Stephen Lang|Annabella Sciorra|John Capodice
6995,3.1,1969,http://ia.media-imdb.com/images/M/MV5BMjEzMDQ1NjU4M15BMl5BanBnXkFtZTcwNDU5MDg5MQ@@._V1._SX96_SY140_.jpg,Arthur Allan Seidelman,Arnold Stang|Arnold Schwarzenegger|Deborah Loomis|James Karen|Ernest Graves
6996,4.0,1991,http://ia.media-imdb.com/images/M/MV5BMjE2MjMzNzIwM15BMl5BanBnXkFtZTcwNzA5MzYyMQ@@._V1._SX95_SY140_.jpg,Russell Mulcahy,Christopher Lambert|Sean Connery|Virginia Madsen|Michael Ironside|Allan Rich
