6166,"When his parents have to go out of town, Dennis stays with Mr. and Mrs. Wilson. The little menace is driving Mr. Wilson crazy, but Dennis is just trying to be helpful. Even to the thief who's arrived in town."
6168,A LAPD detective is on the trail of a very handsome young man who had been seducing and slashing many young women to death.
6170,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion who..."
6173,"Grandpa Ward gives a horse he found to his grandchildren, who keep it in their tower-block flat in Dublin. The horse is stolen from them, and the two young boys set out to find it and flee on it."
6176,A melon farmer battles organized crime and a hit man who wants to kill him.
6177,"An action-packed thriller starring Charles Bronson as Jack Murphy, a cop who is running to stay alive long enough to even the score with his wife's killer."
6178,"A blind, uneducated white girl is befriended by a black man, who becomes determined to help her escape her impoverished and abusive home life."
6180,A young district attorney seeking to prove a case against a corrupt police detective encounters a former lover and her new protector...
6181,Truncated adaptation of Stephen Crane's novel about a Civil War Union soldier who stuggles to find the courage to fight in the heat of battle.
6183,"A man and woman share a telephone line and despise each other, but then he has fun by romancing her with his voice disguised."
6184,Thomas Jerome Newton is a humanoid alien who comes to Earth to get water for his dying planet. He starts...
6185,A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.
6186,"The rise and fall of legendary war hero Thomas ""Stonewall"" Jackson as he leads the Confederacy to great success against the Union from 1861 to 1863. Prequel to the 1993 classic ""Gettysburg""."
6187,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.
6188,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
6193,"A talented pool hustler who has stayed out of the game for years, must go back to his old ways when his little brother gets involved with his enemy, the very man who held him back from greatness."
6194,"A man returns to Victoria, Australia, where he grew up, and encounters a mysterious woman who reminds him of someone he once knew."
6196,"A jewel thief's daughter is kidnapped after he steals a collection of prized black diamonds, which aren't at all what they seem."
6197,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood."
6198,"Jack is now out of jail and he meets Nick, his adolescent son. Their relationship will be complicated, because Jack has a problem with alcohol. But his love for Nick will help him to get over the past and reach his dreams."
6200,Four 1950s icons meet in the same hotel room and two of them discover more in common between them than they ever anticipated.
6203,"A filthy rich businessman bets a corporate rival that he can live on the streets of L.A. without the comforts of home or money, which proves to be tougher than he thought."
6204,A high school teacher from a troubled inner city Washington D.C. neighborhood becomes a super-powered hero and takes on the gang that has been terrorizing his streets.
6205,"Mr. North, a stranger to a small, but wealthy, Rhode Island town, quickly has rumors started about him that he has the power to heal people's ailments..."
6208,A young alien (David Love) falls for a pretty teenage Earth girl (Dawn Anderson) and they team up to try to stop the plans of his invading cohorts...
6211,Ten sequences examine the emotional lives of women at significant junctures.
6212,"When a lonely guy meets a woman on the Internet who happens to be in prison, she breaks out to be with him, and proceeds to wreak havoc on his middle-class life."
6213,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.
6214,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.
6215,"When an uptight young man and his fiancee move into his libertine mother's house, the resulting clash of life attitudes shakes everyone up."
6216,A German Jewish refugee family moves to and adjusts to a farm life in 1930s Kenya.
