1589,6.9,1997,http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzE0MV5BMl5BanBnXkFtZTcwNjE2MzU5Ng@@._V1._SX100_SY117_.jpg,James Mangold,Sylvester Stallone|Harvey Keitel|Ray Liotta|Robert De Niro|Peter Berg
1590,6.7,1997,http://ia.media-imdb.com/images/M/MV5BMTYxNzY0MjczNV5BMl5BanBnXkFtZTgwOTIxNzQxMTE@._V1._SX92_SY140_.jpg,Paul W.S. Anderson,Laurence Fishburne|Sam Neill|Kathleen Quinlan|Joely Richardson|Richard T. Jones
1591,5.2,1997,http://ia.media-imdb.com/images/M/MV5BMTI3MDc1ODE5NV5BMl5BanBnXkFtZTcwNzk2NzAzMQ@@._V1._SX78_SY140_.jpg,Mark A.Z. Dippé,Michael Jai White|John Leguizamo|Martin Sheen|Theresa Randle|Nicol Williamson
1592,5.0,1997,http://ia.media-imdb.com/images/M/MV5BMTg0NzYzNDE4M15BMl5BanBnXkFtZTcwNTg4NzQzMQ@@._V1._SX95_SY140_.jpg,Charles Martin Smith,Michael Jeter|Kevin Zegers|Wendy Makkena|Bill Cobbs|Eric Christmas
1593,5.5,1997,http://ia.media-imdb.com/images/M/MV5BMTM3MDQ4NTE2NV5BMl5BanBnXkFtZTcwMzM4MTU1MQ@@._V1._SX98_SY140_.jpg,Glenn Gordon Caron,Jennifer Aniston|Jay Mohr|Kevin Bacon|Olympia Dukakis|Illeana Douglas
1594,7.3,1997,http://ia.media-imdb.com/images/M/MV5BMTA1NjYzMDg4NzheQTJeQWpwZ15BbWU3MDA3NTc5MzE@._V1._SX97_SY140_.jpg,Neil LaBute,Aaron Eckhart|Stacy Edwards|Matt Malloy|Michael C. Martin|Mark Rector
1595,4.5,1997,http://ia.media-imdb.com/images/M/MV5BMjk4MTE5MzU5Ml5BMl5BanBnXkFtZTcwMDYyMDUyMQ@@._V1._SX87_SY140_.jpg,Sam Pillsbury,Jason James Richter|August Schellenberg|Annie Corley|Vincent Berry|Patrick Kilpatrick
1596,7.2,1997,http://ia.media-imdb.com/images/M/MV5BMTgyNzY0NDUwNV5BMl5BanBnXkFtZTcwMTMyMzAzMQ@@._V1._SX98_SY140_.jpg,Mike Leigh,Katrin Cartlidge|Lynda Steadman|Kate Byers|Mark Benton|Andy Serkis
1597,6.7,1997,http://ia.media-imdb.com/images/M/MV5BODc2NjI2MDQxOF5BMl5BanBnXkFtZTcwNTEyNTgyMQ@@._V1._SX100_SY137_.jpg,Richard Donner,Mel Gibson|Julia Roberts|Patrick Stewart|Cylk Cozart|Steve Kahan
1598,6.0,1998,http://ia.media-imdb.com/images/M/MV5BMTQxMDAzNjI3MF5BMl5BanBnXkFtZTcwNDYzODMyMQ@@._V1._SX98_SY140_.jpg,Barbet Schroeder,Michael Keaton|Andy Garcia|Brian Cox|Marcia Gay Harden|Erik King
1599,2.7,1997,http://ia.media-imdb.com/images/M/MV5BMjA3ODM0OTYxOF5BMl5BanBnXkFtZTcwNjEwMjgxMQ@@._V1._SX77_SY140_.jpg,Kenny Johnson,Shaquille O'Neal|Annabeth Gish|Judd Nelson|Richard Roundtree|Irma P. Hall
1600,5.9,1997,http://ia.media-imdb.com/images/M/MV5BMTk0ODE1MjU2M15BMl5BanBnXkFtZTcwNTk5NTIyMQ@@._V1._SX78_SY140_.jpg,Nick Cassavetes,Sean Penn|James Gandolfini|Robin Wright|John Travolta|Susan Traylor
1601,6.2,1997,http://ia.media-imdb.com/images/M/MV5BMjA3OTQ0NjM0M15BMl5BanBnXkFtZTcwNTMzNjIyMQ@@._V1._SX100_SY138_.jpg,Bill Duke,Laurence Fishburne|Tim Roth|Vanessa Williams|Andy Garcia|Cicely Tyson
