5247,6.8,1977,http://ia.media-imdb.com/images/M/MV5BMTA3MzA0NjAxMjNeQTJeQWpwZ15BbWU3MDYzOTcyMzE@._V1._SX100_SY140_.jpg,Hal Needham,Burt Reynolds|Sally Field|Jerry Reed|Mike Henry|Paul Williams
5248,3.2,1983,http://ia.media-imdb.com/images/M/MV5BMTg1NTIwODU3M15BMl5BanBnXkFtZTcwNzQ4MTUxMQ@@._V1._SX73_SY140_.jpg,Dick Lowry,Jackie Gleason|Jerry Reed|Paul Williams|Pat McCormick|Mike Henry
5249,6.6,1980,http://ia.media-imdb.com/images/M/MV5BMTI5ODAwMzI3MV5BMl5BanBnXkFtZTYwMDA5NTk4._V1._SX97_SY140_.jpg,Paul Verhoeven,Hans van Tongeren|Renée Soutendijk|Toon Agterberg|Maarten Spanjer|Marianne Boyer
5250,6.8,1980,http://ia.media-imdb.com/images/M/MV5BMTM4OTI3MTYxNl5BMl5BanBnXkFtZTcwMTA1NDkyMQ@@._V1._SX96_SY140_.jpg,Sidney Poitier,Gene Wilder|Richard Pryor|Georg Stanford Brown|JoBeth Williams|Miguel Ángel Suárez
5254,6.7,2002,http://ia.media-imdb.com/images/M/MV5BMjE0NzIwNzY0M15BMl5BanBnXkFtZTYwNTAyMDg5._V1._SX90_SY140_.jpg,Guillermo del Toro,Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus
5255,5.4,2002,http://ia.media-imdb.com/images/M/MV5BMTA1ODMxODQ1MjheQTJeQWpwZ15BbWU2MDM2MjE3Ng@@._V1._SX95_SY140_.jpg,Wallace Wolodarsky,Barry Watson|Michael Rosenbaum|Harland Williams|Melissa Sagemiller|Tony Denman
5262,6.7,1961,http://ia.media-imdb.com/images/M/MV5BMTI4MTc1NjMzMV5BMl5BanBnXkFtZTcwNjE0OTIyMQ@@._V1._SX96_SY140_.jpg,William Castle,Ronald Lewis|Audrey Dalton|Guy Rolfe|Oskar Homolka|Vladimir Sokoloff
5264,5.2,2002,http://ia.media-imdb.com/images/M/MV5BMTQ1Njc5MjgwNF5BMl5BanBnXkFtZTYwNTE3MTQ5._V1._SX94_SY140_.jpg,Jonathan Frakes,Jesse Bradford|French Stewart|Paula Garcés|Michael Biehn|Robin Thomas Grossman
5265,6.4,2002,http://ia.media-imdb.com/images/M/MV5BMTMxOTAyMTczMV5BMl5BanBnXkFtZTcwOTg5MzkxMQ@@._V1._SX96_SY140_.jpg,Danny DeVito,Robin Williams|Edward Norton|Catherine Keener|Danny DeVito|Jon Stewart
5266,6.8,2002,http://ia.media-imdb.com/images/M/MV5BMTczMDc5NDE3M15BMl5BanBnXkFtZTYwNTQwNDg4._V1._SX94_SY140_.jpg,David Fincher,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto
5267,7.0,2002,http://ia.media-imdb.com/images/M/MV5BODYzNTYzNTA3MF5BMl5BanBnXkFtZTYwMjE0MjQ3._V1._SX95_SY140_.jpg,John Lee Hancock,Dennis Quaid|Rachel Griffiths|Jay Hernandez|Beth Grant|Angus T. Jones
5268,6.2,2001,http://ia.media-imdb.com/images/M/MV5BMTkxNTUzNzM0Nl5BMl5BanBnXkFtZTYwODY1NTc3._V1._SX95_SY140_.jpg,Hal Hartley,Margrét Ákadóttir|Julie M. Anderson|Anna Kristín Arngrímsdóttir|Ilene Bergelson|Guðrún María Bjarnadóttir
5269,7.4,2001,http://ia.media-imdb.com/images/M/MV5BMTYzODg2MzYyN15BMl5BanBnXkFtZTYwNzk0MTI5._V1._SX100_SY140_.jpg,Michael Haneke,Isabelle Huppert|Annie Girardot|Benoît Magimel|Susanne Lothar|Udo Samel
5272,7.4,2001,http://ia.media-imdb.com/images/M/MV5BMjE5ODA3NzMzOV5BMl5BanBnXkFtZTcwOTM4MzMyMQ@@._V1._SX99_SY140_.jpg,Laurent Cantet,Aurélien Recoing|Karin Viard|Serge Livrozet|Jean-Pierre Mangeot|Monique Mangeot
5275,6.1,1972,http://ia.media-imdb.com/images/M/MV5BMjA0NzczOTMwMV5BMl5BanBnXkFtZTcwNDY4MzcyNA@@._V1._SX93_SY140_.jpg,Martin Scorsese,Barbara Hershey|David Carradine|Barry Primus|Bernie Casey|John Carradine
5277,5.9,1984,http://ia.media-imdb.com/images/M/MV5BMTk1NzIwNTY5N15BMl5BanBnXkFtZTcwOTMzMDQyMQ@@._V1._SX98_SY140_.jpg,J. Lee Thompson,Charles Bronson|Theresa Saldana|Joseph Maher|José Ferrer|René Enríquez
5278,4.8,1985,http://ia.media-imdb.com/images/M/MV5BMTc5MjkzMjMyN15BMl5BanBnXkFtZTcwMjg5MTUyMQ@@._V1._SX98_SY140_.jpg,James Frawley,Stephen Geoffreys|Sheree J. Wilson|Cameron Dye|Leigh McCloskey|Tim Robbins
5279,7.0,1991,http://ia.media-imdb.com/images/M/MV5BMjAzMDk1OTA1Ml5BMl5BanBnXkFtZTcwMzYwMDcxMQ@@._V1._SX95_SY140_.jpg,James Lapine,Judy Davis|Hugh Grant|Mandy Patinkin|Bernadette Peters|Julian Sands
5282,6.3,2002,http://ia.media-imdb.com/images/M/MV5BMTM3MDkyNDMyMV5BMl5BanBnXkFtZTYwMDI3Nzc3._V1._SX100_SY136_.jpg,Carl Franklin,Ashley Judd|Morgan Freeman|Jim Caviezel|Adam Scott|Amanda Peet
5283,6.4,2002,http://ia.media-imdb.com/images/M/MV5BMTcxMjYxNjE5NV5BMl5BanBnXkFtZTcwNDE3MzgzMQ@@._V1._SX98_SY140_.jpg,Walt Becker,Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Teck Holmes
5288,7.7,1982,http://ia.media-imdb.com/images/M/MV5BMjEyNzY5NjMzMF5BMl5BanBnXkFtZTcwODM5ODkxMQ@@._V1._SX97_SY140_.jpg,Jayne Loader|Kevin Rafferty|Pierce Rafferty,Paul Tibbets|Harry S. Truman|W.H.P. Blandy|Brien McMahon|Lloyd Bentsen
5289,7.8,1947,http://ia.media-imdb.com/images/M/MV5BMjE1MjM4MTcyN15BMl5BanBnXkFtZTcwNzk2NTkyMQ@@._V1._SX80_SY140_.jpg,Robert Rossen,John Garfield|Lilli Palmer|Hazel Brooks|Anne Revere|William Conrad
5291,8.4,1950,http://ia.media-imdb.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1._SX94_SY140_.jpg,Akira Kurosawa,Toshirô Mifune|Machiko Kyô|Masayuki Mori|Takashi Shimura|Minoru Chiaki
5292,7.4,1977,http://ia.media-imdb.com/images/M/MV5BMTk0MzcwNzc3NV5BMl5BanBnXkFtZTgwMTYzODg4MDE@._V1._SX92_SY140_.jpg,George Roy Hill,Paul Newman|Strother Martin|Michael Ontkean|Jennifer Lynn Warren|Lindsay Crouse
5293,6.5,2002,http://ia.media-imdb.com/images/M/MV5BMTM4MTM0MzYyMV5BMl5BanBnXkFtZTcwMjM2NzEyMQ@@._V1._SX99_SY140_.jpg,Roger Michell,Ben Affleck|Samuel L. Jackson|Kim Staunton|Toni Collette|Sydney Pollack
5294,7.3,2001,http://ia.media-imdb.com/images/M/MV5BMTIxNTE2MTY1Ml5BMl5BanBnXkFtZTYwODYyMTc2._V1._SX96_SY140_.jpg,Bill Paxton,Bill Paxton|Matthew McConaughey|Powers Boothe|Matt O'Leary|Jeremy Sumpter
5296,5.0,2002,http://ia.media-imdb.com/images/M/MV5BMTMzNDA1MzIyNl5BMl5BanBnXkFtZTcwOTQxMTAzMQ@@._V1._SX97_SY140_.jpg,Roger Kumble,Lillian Adams|Herbert W. Ankrom|Bryan Anthony|Christina Applegate|Linda Asuma
5298,6.4,2001,http://ia.media-imdb.com/images/M/MV5BMTQyODUwNDI2NV5BMl5BanBnXkFtZTcwNzEyMjcyMQ@@._V1._SX98_SY140_.jpg,Michel Gondry,Patricia Arquette|Rhys Ifans|Tim Robbins|Ken Magee|Sy Richardson
5299,6.6,2002,http://ia.media-imdb.com/images/M/MV5BMTg2MzY0NDM1Ml5BMl5BanBnXkFtZTYwNzUzNDg5._V1._SX97_SY140_.jpg,Joel Zwick,Nia Vardalos|Michael Constantine|Christina Eleusiniotis|Kaylee Vieira|John Kalangis
5300,7.6,1957,http://ia.media-imdb.com/images/M/MV5BMTk5MTQwNDA4N15BMl5BanBnXkFtZTcwMjk1MDQyOQ@@._V1._SX99_SY140_.jpg,Delmer Daves,Glenn Ford|Van Heflin|Felicia Farr|Leora Dana|Henry Jones
5302,6.1,1975,http://ia.media-imdb.com/images/M/MV5BMjA3NjQ2NDcwN15BMl5BanBnXkFtZTcwMDUyNDYyMQ@@._V1._SX94_SY140_.jpg,Tom Gries,Charles Bronson|Robert Duvall|Jill Ireland|Randy Quaid|Sheree North
5303,5.7,1990,http://ia.media-imdb.com/images/M/MV5BNDA0MTM0ODE2MV5BMl5BanBnXkFtZTgwNzc5MjMxMDE@._V1._SX95_SY140_.jpg,John Patrick Shanley,Tom Hanks|Meg Ryan|Lloyd Bridges|Robert Stack|Abe Vigoda
5304,8.1,1945,http://ia.media-imdb.com/images/M/MV5BMjA2MDkwNTY0MV5BMl5BanBnXkFtZTgwOTIzNzY2MjE@._V1._SX100_SY117_.jpg,Roberto Rossellini,Aldo Fabrizi|Anna Magnani|Marcello Pagliero|Vito Annichiarico|Nando Bruno
5305,5.1,1988,http://ia.media-imdb.com/images/M/MV5BNzQ0OTIxMzA2MV5BMl5BanBnXkFtZTcwNzQwODkxMQ@@._V1._SX97_SY140_.jpg,John De Bello,Anthony Starke|George Clooney|Karen M. Waldron|Steve Lundquist|John Astin
5306,4.1,1987,http://ia.media-imdb.com/images/M/MV5BMjA5NjIzNzcxNl5BMl5BanBnXkFtZTcwODU3ODUxMQ@@._V1._SX100_SY140_.jpg,Bill Froehlich,Lori Lethin|Brendan Hughes|Alex Rocco|Scott Jacoby|Andy Romano
5308,5.8,1987,http://ia.media-imdb.com/images/M/MV5BMTUwMDk5MDUxMV5BMl5BanBnXkFtZTYwMTU2MTY5._V1._SX97_SY140_.jpg,Leonard Nimoy,Tom Selleck|Steve Guttenberg|Ted Danson|Nancy Travis|Margaret Colin
5309,5.1,1990,http://ia.media-imdb.com/images/M/MV5BMTIwMzM1ODgxMF5BMl5BanBnXkFtZTcwOTg5ODMyMQ@@._V1._SX99_SY140_.jpg,Emile Ardolino,Tom Selleck|Steve Guttenberg|Ted Danson|Nancy Travis|Robin Weisman
5310,4.8,1985,http://ia.media-imdb.com/images/M/MV5BMTk4NTgxNjE2NV5BMl5BanBnXkFtZTcwMTgzNjEyMQ@@._V1._SX96_SY140_.jpg,Rudy De Luca,Jeff Goldblum|Joseph Bologna|Ed Begley Jr.|Carol Kane|Jeffrey Jones
5311,6.5,1980,http://ia.media-imdb.com/images/M/MV5BMTYxNDAzMjMwMV5BMl5BanBnXkFtZTcwNzE3NTYyMQ@@._V1._SX98_SY140_.jpg,John Hough|Vincent McEveety,Bette Davis|Lynn-Holly Johnson|Kyle Richards|Carroll Baker|David McCallum
5312,6.1,2002,http://ia.media-imdb.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1._SX95_SY140_.jpg,Barbet Schroeder,Sandra Bullock|Ben Chaplin|Ryan Gosling|Michael Pitt|Agnes Bruckner
5313,5.5,2002,http://ia.media-imdb.com/images/M/MV5BOTA1NTg0MDcxMF5BMl5BanBnXkFtZTcwNjUzODkyMw@@._V1._SX94_SY140_.jpg,Chuck Russell,Dwayne Johnson|Steven Brand|Michael Clarke Duncan|Kelly Hu|Bernard Hill
5314,7.7,2001,http://ia.media-imdb.com/images/M/MV5BMTk2NjYxNjA5MF5BMl5BanBnXkFtZTcwOTg4NzUyMQ@@._V1._SX94_SY140_.jpg,Walter Salles,José Dumont|Rodrigo Santoro|Rita Assemany|Ravi Ramos Lacerda|Luiz Carlos Vasconcelos
5316,6.4,2001,http://ia.media-imdb.com/images/M/MV5BMjAyMTg3Nzc3N15BMl5BanBnXkFtZTcwOTU3MDMyMQ@@._V1._SX96_SY140_.jpg,Michael Apted,Dougray Scott|Kate Winslet|Saffron Burrows|Jeremy Northam|Nikolaj Coster-Waldau
5317,6.0,2000,http://ia.media-imdb.com/images/M/MV5BMTk3MDIyMTcwNV5BMl5BanBnXkFtZTcwMDU0MDYyMQ@@._V1._SX81_SY140_.jpg,Anne-Sophie Birot,Isild Le Besco|Karen Alyx|Pascale Bussières|Pascal Elso|Marie Rivière
5319,7.9,2000,http://ia.media-imdb.com/images/M/MV5BMTI3NzczNjk4Nl5BMl5BanBnXkFtZTYwMzQ5Njk5._V1._SX97_SY140_.jpg,Fabián Bielinsky,Ricardo Darín|Gastón Pauls|Leticia Brédice|María Mercedes Villagra|Gabriel Correa
5323,4.4,2001,http://ia.media-imdb.com/images/M/MV5BMTQ3NjA5NjcyNl5BMl5BanBnXkFtZTYwMzg5NjQ5._V1._SX97_SY140_.jpg,James Isaac,Kane Hodder|Jeff Geddis|Lexa Doig|David Cronenberg|Markus Parilo
5325,7.7,2001,http://ia.media-imdb.com/images/M/MV5BMTM4NTEwMTg5M15BMl5BanBnXkFtZTcwNzQ4NTgyMQ@@._V1._SX100_SY140_.jpg,Stacy Peralta,Sean Penn|Jay Adams|Tony Alva|Jeff Ament|Bob Biniak
5328,7.0,2001,http://ia.media-imdb.com/images/M/MV5BMTYxMTg3NzA0Ml5BMl5BanBnXkFtZTcwNDI0NDUyMQ@@._V1._SX98_SY140_.jpg,Christine Jeffs,Alicia Fulford-Wierzbicki|Sarah Peirse|Marton Csokas|Alistair Browning|Aaron Murphy
5329,7.2,2002,http://ia.media-imdb.com/images/M/MV5BODk0NDgzNDI3Ml5BMl5BanBnXkFtZTYwNjA3MzI5._V1._SX96_SY140_.jpg,D.J. Caruso,Val Kilmer|Vincent D'Onofrio|Adam Goldberg|Luis Guzmán|Doug Hutchison
5331,5.3,2000,http://ia.media-imdb.com/images/M/MV5BMTU1MjkxOTU3MF5BMl5BanBnXkFtZTcwMzI4MTU1MQ@@._V1._SX98_SY140_.jpg,Bryan Johnson,Brian O'Halloran|Bryan Johnson|Jerry Lewkowitz|Ethan Suplee|Matthew Maher
5336,5.7,1979,http://ia.media-imdb.com/images/M/MV5BMTMxNTQzNzg0Ml5BMl5BanBnXkFtZTYwNDczODI5._V1._SX98_SY140_.jpg,Richard Lester,Sean Connery|Brooke Adams|Jack Weston|Hector Elizondo|Denholm Elliott
5339,7.6,1992,http://ia.media-imdb.com/images/M/MV5BMTQ0OTUwNTQwM15BMl5BanBnXkFtZTYwNzMxMjU5._V1._SX96_SY140_.jpg,Woody Allen,Nick Metropolis|Woody Allen|Mia Farrow|Sydney Pollack|Judy Davis
5340,6.9,1970,http://ia.media-imdb.com/images/M/MV5BMTM3NTc2NDEyMl5BMl5BanBnXkFtZTcwNjU2NjIyMQ@@._V1._SX96_SY140_.jpg,John G. Avildsen,Susan Sarandon|Patrick McDermott|Tim Lewis|Estelle Omens|Bob O'Connell
5344,5.6,1984,http://ia.media-imdb.com/images/M/MV5BMTc0ODcwNzYzM15BMl5BanBnXkFtZTcwNTE2NzcxMQ@@._V1._SX98_SY140_.jpg,Douglas Day Stewart,Steven Bauer|Barbara Williams|John Getz|David Caruso|Christine Ebersole
5346,4.5,1989,http://ia.media-imdb.com/images/M/MV5BMTM5NzkwNDgxNl5BMl5BanBnXkFtZTcwNjQ1OTQ1MQ@@._V1._SX99_SY140_.jpg,Zalman King,Mickey Rourke|Jacqueline Bisset|Carré Otis|Assumpta Serna|Bruce Greenwood
5347,5.6,2002,http://ia.media-imdb.com/images/M/MV5BOTM2MzAzMjgyMV5BMl5BanBnXkFtZTYwNzA5ODc2._V1._SX100_SY136_.jpg,Scott Kalvert,Stephen Dorff|Brad Renfro|Fairuza Balk|Norman Reedus|Max Perlich
5348,6.6,2002,http://ia.media-imdb.com/images/M/MV5BMjExNTgwMjk4NV5BMl5BanBnXkFtZTYwMDAxODM3._V1._SX94_SY140_.jpg,Woody Allen,Téa Leoni|Bob Dorian|Ivan Martin|Gregg Edelman|George Hamilton
5349,7.3,2002,http://ia.media-imdb.com/images/M/MV5BMzk3MTE5MDU5NV5BMl5BanBnXkFtZTYwMjY3NTY3._V1._SX95_SY140_.jpg,Sam Raimi,Tobey Maguire|Willem Dafoe|Kirsten Dunst|James Franco|Cliff Robertson
5351,6.9,2001,http://ia.media-imdb.com/images/M/MV5BMTc2MDY5OTI1OV5BMl5BanBnXkFtZTcwNjgxMDAwMQ@@._V1._SX99_SY140_.jpg,Shôhei Imamura,Kôji Yakusho|Misa Shimizu|Mitsuko Baishô|Mansaku Fuwa|Isao Natsuyagi
5352,5.7,1978,http://ia.media-imdb.com/images/M/MV5BMTIwMzQ2ODA5M15BMl5BanBnXkFtZTYwMzIyNzU5._V1._SX97_SY140_.jpg,Michael Winner,Robert Mitchum|Sarah Miles|Richard Boone|Candy Clark|Joan Collins
5357,6.5,1994,http://ia.media-imdb.com/images/M/MV5BMTIxNTE5Njc1M15BMl5BanBnXkFtZTcwNjQ1MDcyMQ@@._V1._SX100_SY136_.jpg,Charles Haid,Mackenzie Astin|Kevin Spacey|David Ogden Stiers|August Schellenberg|Brian Cox
5359,6.7,1991,http://ia.media-imdb.com/images/M/MV5BMTA1ODU0OTgwNTReQTJeQWpwZ15BbWU3MDI0NjE2MjE@._V1._SX96_SY140_.jpg,Martha Coolidge,Laura Dern|Robert Duvall|Diane Ladd|Lukas Haas|John Heard
5361,6.6,1991,http://ia.media-imdb.com/images/M/MV5BMTUxNDAzNjA4OF5BMl5BanBnXkFtZTcwMjY5MTkxMQ@@._V1._SX98_SY140_.jpg,Randal Kleiser,Klaus Maria Brandauer|Ethan Hawke|Seymour Cassel|Susan Hogan|James Remar
5363,5.8,2002,http://ia.media-imdb.com/images/M/MV5BNTUxMTk4MzIyNl5BMl5BanBnXkFtZTcwNjE4NjQyMQ@@._V1._SX96_SY140_.jpg,Ed Decter,DJ Qualls|Eliza Dushku|Zooey Deschanel|Jerod Mixon|Parry Shen
5364,6.7,2002,http://ia.media-imdb.com/images/M/MV5BMTU4MzUzNjk5OV5BMl5BanBnXkFtZTYwMjc1OTc5._V1._SX100_SY140_.jpg,Adrian Lyne,Diane Lane|Erik Per Sullivan|Richard Gere|Olivier Martinez|Myra Lucretia Taylor
5367,6.9,1985,http://ia.media-imdb.com/images/M/MV5BMTc0MjMzNjY4M15BMl5BanBnXkFtZTYwNTQ1NTk5._V1._SX97_SY140_.jpg,Stephen Frears,Daniel Day-Lewis|Richard Graham|Winston Graham|Dudley Thomas|Derrick Branche
5368,8.0,1959,http://ia.media-imdb.com/images/M/MV5BMTIwOTc2MDAyNl5BMl5BanBnXkFtZTcwNDM2OTcyMQ@@._V1._SX99_SY140_.jpg,Grigoriy Chukhray,Vladimir Ivashov|Zhanna Prokhorenko|Antonina Maksimova|Nikolay Kryuchkov|Evgeniy Urbanskiy
5369,5.7,1974,http://ia.media-imdb.com/images/M/MV5BMTkyNzUwOTIyOF5BMl5BanBnXkFtZTcwNzkyNzEzMQ@@._V1._SX97_SY140_.jpg,Steve Carver,Angie Dickinson|William Shatner|Tom Skerritt|Susan Sennett|Robbie Lee
5370,4.6,1987,http://ia.media-imdb.com/images/M/MV5BMTI2NzU0NzA0Ml5BMl5BanBnXkFtZTYwNjQ3Mjg5._V1._SX88_SY140_.jpg,Jim Wynorski,Angie Dickinson|Robert Culp|Danielle Brisebois|Julie McCullough|Jeff Yagher
5372,7.3,1953,http://ia.media-imdb.com/images/M/MV5BMjIwMjI1OTY1NF5BMl5BanBnXkFtZTcwNjc0NTA0OQ@@._V1._SX95_SY140_.jpg,David Butler,Doris Day|Howard Keel|Allyn Ann McLerie|Philip Carey|Dick Wesson
