3810,6.0,1992,http://ia.media-imdb.com/images/M/MV5BMTk0MTgwNDM4N15BMl5BanBnXkFtZTcwNDY5MDMyMQ@@._V1._SX100_SY135_.jpg,Roger Donaldson,Willem Dafoe|Mary Elizabeth Mastrantonio|Mickey Rourke|Samuel L. Jackson|M. Emmet Walsh
3811,7.9,1980,http://ia.media-imdb.com/images/M/MV5BODQ5ODI1MzMzM15BMl5BanBnXkFtZTcwNTI5NzYyMQ@@._V1._SX99_SY140_.jpg,Bruce Beresford,Edward Woodward|Jack Thompson|John Waters|Bryan Brown|Charles 'Bud' Tingwell
3812,6.8,1972,http://ia.media-imdb.com/images/M/MV5BMTQ2ODA3Mzc3Ml5BMl5BanBnXkFtZTcwNTkyNzYzNA@@._V1._SX93_SY140_.jpg,Woody Allen,Woody Allen|John Carradine|Lou Jacobi|Louise Lasser|Anthony Quayle
3813,7.5,1978,http://ia.media-imdb.com/images/M/MV5BMTQxOTgwNzk2MV5BMl5BanBnXkFtZTcwMTA0NzA2NA@@._V1._SX93_SY140_.jpg,Woody Allen,Kristin Griffith|Mary Beth Hurt|Richard Jordan|Diane Keaton|E.G. Marshall
3814,7.8,1975,http://ia.media-imdb.com/images/M/MV5BMTYxMDk1NTA5NF5BMl5BanBnXkFtZTcwNDkzNzA2NA@@._V1._SX93_SY140_.jpg,Woody Allen,Woody Allen|Diane Keaton|Georges Adet|Frank Adu|Edmond Ardisson
3816,7.7,1985,http://ia.media-imdb.com/images/M/MV5BMTMyNTc1MjIwNF5BMl5BanBnXkFtZTcwOTcyMTcyMQ@@._V1._SX98_SY140_.jpg,Luis Puenzo,Héctor Alterio|Norma Aleandro|Chunchuna Villafañe|Hugo Arana|Guillermo Battaglia
3819,7.9,1985,http://ia.media-imdb.com/images/M/MV5BOTI1NTYxNjg5Ml5BMl5BanBnXkFtZTcwMTM5ODI3Mw@@._V1._SX97_SY140_.jpg,Jûzô Itami,Tsutomu Yamazaki|Joanne Miya|Kôji Yakusho|Ken Watanabe|Rikiya Yasuoka
3820,3.5,2000,http://ia.media-imdb.com/images/M/MV5BMTk3MTUyODI0MF5BMl5BanBnXkFtZTcwODU0OTIyMQ@@._V1._SX100_SY136_.jpg,Britt Allcroft,Alec Baldwin|Cody McMains|Russell Means|Peter Fonda|Jared Wall
3821,4.3,2000,http://ia.media-imdb.com/images/M/MV5BMTI5MDE3NzA2OF5BMl5BanBnXkFtZTcwMzQzMzAyMQ@@._V1._SX96_SY140_.jpg,Peter Segal,Eddie Murphy|Janet Jackson|Larry Miller|John Ales|Richard Gant
3822,7.7,1999,http://ia.media-imdb.com/images/M/MV5BMTA4MjI5NzAzOTJeQTJeQWpwZ15BbWU2MDc5NjcwOQ@@._V1._SX98_SY140_.jpg,Patrice Leconte,Vanessa Paradis|Daniel Auteuil|Frédéric Pfluger|Demetre Georgalas|Catherine Lascault
3823,7.2,1999,http://ia.media-imdb.com/images/M/MV5BMTUwMDgxOTM3N15BMl5BanBnXkFtZTcwMzc4MTIyMQ@@._V1._SX75_SY140_.jpg,Michael Winterbottom,Shirley Henderson|Gina McKee|Molly Parker|Ian Hart|John Simm
3824,5.5,2000,http://ia.media-imdb.com/images/M/MV5BMTU2MzAwNTI1NF5BMl5BanBnXkFtZTYwMzAwNTE5._V1._SX96_SY140_.jpg,Joan Chen,Richard Gere|Winona Ryder|Anthony LaPaglia|Elaine Stritch|Vera Farmiga
3825,5.6,2000,http://ia.media-imdb.com/images/M/MV5BMTk1NzM1ODg4OF5BMl5BanBnXkFtZTcwMTQ3OTgyMQ@@._V1._SX98_SY140_.jpg,David McNally,Piper Perabo|Adam Garcia|John Goodman|Maria Bello|Izabella Miko
3826,5.7,2000,http://ia.media-imdb.com/images/M/MV5BMTE5OTQ3MTI2M15BMl5BanBnXkFtZTYwMTM0Mjc3._V1._SX93_SY140_.jpg,Paul Verhoeven,Elisabeth Shue|Kevin Bacon|Josh Brolin|Kim Dickens|Greg Grunberg
3827,6.4,2000,http://ia.media-imdb.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1._SX95_SY140_.jpg,Clint Eastwood,Clint Eastwood|Tommy Lee Jones|Donald Sutherland|James Garner|James Cromwell
3830,6.3,2000,http://ia.media-imdb.com/images/M/MV5BMTI4MjI1NDE0OF5BMl5BanBnXkFtZTcwODg4NDUxMQ@@._V1._SX97_SY140_.jpg,Robert Lee King,Lauren Ambrose|Thomas Gibson|Nicholas Brendon|Kimberley Davies|Matt Keeslar
3831,6.9,2000,http://ia.media-imdb.com/images/M/MV5BMjE1MTI4Mjk4Ml5BMl5BanBnXkFtZTcwODc0MzMyMQ@@._V1._SX100_SY138_.jpg,Nigel Cole,Brenda Blethyn|Craig Ferguson|Martin Clunes|Tchéky Karyo|Jamie Foreman
3832,7.2,1963,http://ia.media-imdb.com/images/M/MV5BMTUwNDc4NDQxOV5BMl5BanBnXkFtZTgwNzc1MDkwMzE@._V1._SX93_SY140_.jpg,Mario Bava,Michèle Mercier|Lidia Alfonsi|Boris Karloff|Mark Damon|Susy Andersen
3833,4.0,1962,http://ia.media-imdb.com/images/M/MV5BMTUyMjM5NzU3MV5BMl5BanBnXkFtZTgwODY1NjIxMzE@._V1._SX100_SY133_.jpg,Giuseppe Vari,Jason Evers|Virginia Leith|Anthony La Penna|Adele Lamont|Bonnie Sharie
3834,6.0,1980,http://ia.media-imdb.com/images/M/MV5BMjA1ODM0NDcxNF5BMl5BanBnXkFtZTcwMDExNjcyMQ@@._V1._SX96_SY140_.jpg,Clint Eastwood,Clint Eastwood|Sondra Locke|Geoffrey Lewis|Scatman Crothers|Bill McKinney
3835,5.6,1993,http://ia.media-imdb.com/images/M/MV5BMTkyMzA2MTkwNF5BMl5BanBnXkFtZTcwNzEzNjMyMQ@@._V1._SX75_SY140_.jpg,Alan Shapiro,Cary Elwes|Alicia Silverstone|Jennifer Rubin|Kurtwood Smith|Amber Benson
3836,7.7,1970,http://ia.media-imdb.com/images/M/MV5BMTg5NzMwODQ2MF5BMl5BanBnXkFtZTcwMzIxNDkxMQ@@._V1._SX100_SY139_.jpg,Brian G. Hutton,Clint Eastwood|Telly Savalas|Don Rickles|Carroll O'Connor|Donald Sutherland
3837,6.5,1988,http://ia.media-imdb.com/images/M/MV5BMTU2Mzg0MDA5MV5BMl5BanBnXkFtZTcwNzQxMjU3Mg@@._V1._SX98_SY140_.jpg,Don Coscarelli,James Le Gros|Reggie Bannister|Angus Scrimm|Paula Irvine|Samantha Phillips
3838,6.0,1994,http://ia.media-imdb.com/images/M/MV5BMTYwOTU5MDM2OV5BMl5BanBnXkFtZTcwOTI4ODM0MQ@@._V1._SX99_SY140_.jpg,Don Coscarelli,Reggie Bannister|A. Michael Baldwin|Bill Thornbury|Gloria Lynne Henry|Kevin Connors
3839,5.7,1998,http://ia.media-imdb.com/images/M/MV5BMTIzNDIyNzExM15BMl5BanBnXkFtZTcwODczNDAwMg@@._V1._SX99_SY140_.jpg,Don Coscarelli,A. Michael Baldwin|Reggie Bannister|Bill Thornbury|Heidi Marnhout|Bob Ivy
3840,6.2,1988,http://ia.media-imdb.com/images/M/MV5BODUyNjMwMTcwOV5BMl5BanBnXkFtZTcwNTMwMTU2NA@@._V1._SX91_SY140_.jpg,Stan Winston,Lance Henriksen|Jeff East|John D'Aquino|Kimberly Ross|Joel Hoffman
3841,5.7,1990,http://ia.media-imdb.com/images/M/MV5BMTMzNTkwNjUxNV5BMl5BanBnXkFtZTYwNjQ1MzQ5._V1._SX94_SY140_.jpg,Roger Spottiswoode,Mel Gibson|Robert Downey Jr.|Nancy Travis|Ken Jenkins|David Marshall Grant
3843,6.2,1983,http://ia.media-imdb.com/images/M/MV5BMTI2ODE0MTUwNV5BMl5BanBnXkFtZTYwNTk5NTE5._V1._SX100_SY139_.jpg,Robert Hiltzik,Felissa Rose|Jonathan Tiersten|Karen Fields|Christopher Collet|Mike Kellin
3844,7.2,1989,http://ia.media-imdb.com/images/M/MV5BMTkxMDE1MDY3N15BMl5BanBnXkFtZTgwOTAwNjYxMTE@._V1._SX95_SY140_.jpg,Herbert Ross,Sally Field|Dolly Parton|Shirley MacLaine|Daryl Hannah|Olympia Dukakis
3845,6.3,1956,http://ia.media-imdb.com/images/M/MV5BMTkyMDA4Mjc0Nl5BMl5BanBnXkFtZTgwMzgwODgxNDE@._V1._SX100_SY135_.jpg,Roger Vadim,Brigitte Bardot|Curd Jürgens|Jean-Louis Trintignant|Jane Marken|Jean Tissier
3847,5.2,1975,http://ia.media-imdb.com/images/M/MV5BMTM5NDUwODA2NV5BMl5BanBnXkFtZTcwMDg5MDgyMQ@@._V1._SX97_SY140_.jpg,Don Edmonds,Dyanne Thorne|Gregory Knoph|Tony Mumolo|Maria Marx|Nicolle Riddell
3849,7.6,1945,http://ia.media-imdb.com/images/M/MV5BMTIwMTU1MDUxOF5BMl5BanBnXkFtZTcwNDM3NjYyMQ@@._V1._SX98_SY140_.jpg,Robert Siodmak,Dorothy McGuire|George Brent|Ethel Barrymore|Kent Smith|Rhonda Fleming
3851,7.5,2000,http://ia.media-imdb.com/images/M/MV5BMTQ4MDIxMzUzOV5BMl5BanBnXkFtZTcwOTk4NjIyMQ@@._V1._SX100_SY140_.jpg,Lionel Coleman,Margaret Cho
3852,6.8,2000,http://ia.media-imdb.com/images/M/MV5BMTc4MzQ2NDQ5N15BMl5BanBnXkFtZTcwOTMzNTcxMQ@@._V1._SX96_SY140_.jpg,Jenniphr Goodman,Donal Logue|Ayelet Kaznelson|Johnny Hines|John Harrington Bland|Jessica Gormley
3855,7.2,1999,http://ia.media-imdb.com/images/M/MV5BMTg1Mjk3NDM1NF5BMl5BanBnXkFtZTcwMzg1NTUxMQ@@._V1._SX100_SY135_.jpg,Frédéric Fonteyne,Nathalie Baye|Sergi López|Jacques Viala|Paul Pavel|Sylvie Van den Elsen
3857,5.0,2000,http://ia.media-imdb.com/images/M/MV5BMjA2NDIxNzkzNl5BMl5BanBnXkFtZTcwMjEwMDMyMQ@@._V1._SX93_SY140_.jpg,Chuck Russell,Kim Basinger|Jimmy Smits|Holliston Coleman|Rufus Sewell|Angela Bettis
3858,6.2,2000,http://ia.media-imdb.com/images/M/MV5BMTQ5MzczNTQzMl5BMl5BanBnXkFtZTYwOTA3Mzk4._V1._SX79_SY140_.jpg,John Waters,Melanie Griffith|Stephen Dorff|Alicia Witt|Adrian Grenier|Lawrence Gilliard Jr.
3859,7.2,2000,http://ia.media-imdb.com/images/M/MV5BMTU5NTU0Mjc0M15BMl5BanBnXkFtZTcwMTI2NTc0MQ@@._V1._SX98_SY140_.jpg,Fenton Bailey|Randy Barbato,RuPaul|Tammy Faye Bakker|Virginia Fairchild|Johnny Grover|Jim Bakker
3861,6.5,2000,http://ia.media-imdb.com/images/M/MV5BMTQyMDQwMDgwNl5BMl5BanBnXkFtZTgwOTU5ODA5MjE@._V1._SX95_SY140_.jpg,Howard Deutch,Keanu Reeves|Gene Hackman|Brooke Langton|Orlando Jones|Faizon Love
3863,6.3,2000,http://ia.media-imdb.com/images/M/MV5BMTQ3MzM4Mzc1NV5BMl5BanBnXkFtZTgwMjIxNzQxMTE@._V1._SX99_SY140_.jpg,Tarsem Singh,Jennifer Lopez|Colton James|Dylan Baker|Marianne Jean-Baptiste|Gerry Becker
3864,6.0,1999,http://ia.media-imdb.com/images/M/MV5BMjExNzAwNDMwMF5BMl5BanBnXkFtZTYwOTY2MzU3._V1._SX93_SY140_.jpg,Takao Okawara,Takehiro Murata|Hiroshi Abe|Naomi Nishida|Mayu Suzuki|Shirô Sano
3865,6.6,2000,http://ia.media-imdb.com/images/M/MV5BMTI5NDY1NDU1M15BMl5BanBnXkFtZTcwODcyNTMyMQ@@._V1._SX100_SY140_.jpg,Spike Lee,Steve Harvey|D.L. Hughley|Cedric the Entertainer|Bernie Mac
3868,7.6,1988,http://ia.media-imdb.com/images/M/MV5BMTQwMDczODE4M15BMl5BanBnXkFtZTcwNTM1NDIyMQ@@._V1._SX99_SY140_.jpg,David Zucker,Leslie Nielsen|Priscilla Presley|Ricardo Montalban|George Kennedy|O.J. Simpson
3869,6.8,1991,http://ia.media-imdb.com/images/M/MV5BMTIyNTI5NDE1MF5BMl5BanBnXkFtZTYwMDAwMDY5._V1._SX99_SY140_.jpg,David Zucker,Leslie Nielsen|Priscilla Presley|George Kennedy|O.J. Simpson|Robert Goulet
3870,6.8,1940,http://ia.media-imdb.com/images/M/MV5BMzY5Mjc0MzU2NF5BMl5BanBnXkFtZTcwMTE4MjgyMQ@@._V1._SX96_SY140_.jpg,Sam Wood,William Holden|Martha Scott|Fay Bainter|Beulah Bondi|Thomas Mitchell
3871,7.7,1953,http://ia.media-imdb.com/images/M/MV5BMTM0Nzg5NzE5Ml5BMl5BanBnXkFtZTcwNzE3NDkyMQ@@._V1._SX99_SY140_.jpg,George Stevens,Alan Ladd|Jean Arthur|Van Heflin|Brandon De Wilde|Jack Palance
